language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
emae1237,b,-,a,-,-,-,-,-,i,-,-,-,-,-,-
futu1245,v,-,a,-,-,-,-,-,i,-,-,-,-,-,-
poly1242,f,-,a,k,a,r,a,n,u,-,-,-,-,-,-
tong1325,v,-,a,-,-,-,-,-,i,-,-,-,-,-,-
wall1257,v,-,a,-,-,-,-,-,i,-,-,-,-,-,-
east2447,v,-,a,-,-,-,-,-,i,-,-,-,-,-,-
tiko1237,v,-,a,-,-,-,-,-,i,-,-,-,-,-,-
niue1239,v,-,a,-,-,-,-,-,i,-,-,-,-,-,-
samo1305,v,-,a,-,-,-,-,-,i,-,-,-,-,-,-
tuva1244,v,-,a,-,-,-,-,-,i,-,-,-,-,-,-
anut1237,v,-,a,-,-,-,-,-,i,-,-,-,-,-,-
renn1242,b,-,a,-,-,-,-,-,i,-,-,-,-,-,-
onto1237,v,-,a,-,-,-,-,-,i,-,-,-,-,-,-
sika1261,v,-,a,-,-,-,-,-,i,-,-,-,-,-,-
nuku1259,v,-,a,-,-,-,-,-,i,-,-,-,-,-,-
pile1238,v,-,a,-,-,-,-,-,i,-,-,-,-,-,-
kapi1249,w,-,a,-,-,-,-,-,i,-,-,-,-,-,-
tuam1242,v,-,a,-,-,-,-,-,i,-,-,-,-,-,-
penr1237,v,-,a,-,-,-,-,-,i,-,-,-,-,-,-
raro1241,v,-,a,-,-,-,-,-,i,-,-,-,-,-,-
mang1401,v,-,a,-,-,-,-,-,i,-,-,-,-,-,-
maor1246,w,-,a,-,-,-,-,-,i,-,-,-,-,-,-
raka1237,v,-,a,-,-,-,-,-,i,-,-,-,-,-,-
puka1242,y,u,a,-,-,-,-,-,-,-,-,-,-,-,-
rapa1244,v,-,a,-,-,-,-,-,i,-,-,-,-,-,-
nort2845,v,-,a,-,-,-,-,-,i,-,-,-,-,-,-
hawa1245,w,-,a,-,-,-,-,-,i,-,-,-,-,-,-
tahi1242,p,-,a,p,-,-,-,-,e,-,-,-,-,-,-
ruru1237,v,-,a,-,-,-,-,-,i,-,-,-,-,-,-
raiv1237,p,-,a,p,-,-,-,-,e,m,a,7,a,G,o
mele1250,w,-,a,-,-,-,-,-,i,-,-,-,-,-,-
