language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
futu1245,-,-,t,-,-,o,u,t,o,u,a,-,-,f,a,r,-,-,-,-,-,e
poly1242,-,-,p,-,-,u,-,N,-,-,a,l,e,w,e,l,e,w,-,-,-,e
tong1325,-,-,h,-,-,i,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,a
wall1257,-,-,-,-,-,-,-,k,-,-,a,-,-,v,e,l,e,v,e,l,-,e
east2447,-,-,-,-,-,-,-,k,-,-,a,l,e,v,e,l,e,v,-,-,-,e
niue1239,-,-,-,-,-,-,-,k,-,-,-,-,u,f,a,n,-,-,-,-,-,i
samo1305,7,a,p,-,-,o,-,N,-,-,a,l,e,v,e,l,e,v,-,-,-,e
tuva1244,-,-,m,-,-,a,-,k,-,-,a,-,-,m,a,k,-,-,-,-,-,a
tuva1244,-,-,p,-,-,o,-,g,-,-,a,l,e,v,e,l,e,v,-,-,-,e
anut1237,-,-,-,-,-,-,-,k,-,-,a,r,e,v,e,r,e,v,-,-,-,e
renn1242,-,-,n,-,-,-,-,g,-,-,a,-,-,-,-,-,-,b,-,-,-,a
onto1237,-,-,-,-,-,-,-,-,-,-,-,-,-,v,e,l,e,v,e,l,-,e
sika1261,-,-,-,-,-,-,-,-,-,-,-,-,-,v,e,l,e,v,e,l,-,e
nuku1259,-,-,-,-,-,-,-,-,-,-,-,r,e,v,e,r,e,v,-,-,-,e
pile1238,-,-,t,-,-,u,-,k,-,-,-,-,-,-,-,-,u,t,u,k,-,u
kapi1249,-,-,-,-,-,-,-,-,-,-,-,l,e,w,e,l,e,w,-,-,-,e
tuam1242,-,-,t,-,-,u,-,k,-,-,-,-,-,u,-,t,u,k,-,-,-,u
raro1241,-,-,t,-,-,u,-,k,-,-,-,-,-,u,-,t,u,k,-,-,-,u
mang1401,-,-,p,-,-,u,-,N,-,-,a,-,-,w,e,r,e,w,e,r,-,e
maor1246,-,-,p,-,-,u,-,N,-,-,a,-,-,w,e,r,e,w,e,r,-,e
puka1242,-,-,m,-,-,a,-,N,-,-,-,-,-,-,-,-,a,m,a,N,-,a
rapa1244,-,-,h,-,-,o,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,u
nort2845,-,-,v,-,-,e,-,-,-,-,-,-,-,-,-,7,e,v,e,7,-,e
hawa1245,-,-,l,-,-,a,-,n,-,-,a,-,-,-,-,l,-,-,a,n,-,a
tahi1242,-,-,t,-,-,u,-,t,-,-,u,-,-,-,-,r,a,h,o,n,u,i
ruru1237,-,-,7,a,p,u,a,m,-,-,a,-,-,-,-,7,a,m,a,7,-,a
raiv1237,-,-,t,-,-,u,-,-,-,-,-,-,-,-,-,7,-,-,u,n,u,i
