language,x1,x2,x3,x4,x5,x6,x7
penr1237,-,m,-,-,a,-,-
raro1241,-,m,-,-,a,-,-
mang1401,-,-,-,-,e,-,-
maor1246,-,m,-,-,e,-,-
maor1246,-,h,-,-,o,k,i
raka1237,-,-,-,-,e,-,-
puka1242,-,m,-,-,a,-,-
rapa1244,-,-,-,-,e,-,-
rapa1244,-,m,-,-,a,-,-
rapa1244,-,p,-,-,e,-,-
rapa1244,-,p,i,r,i,-,-
nort2845,-,m,-,-,a,-,-
hawa1245,a,m,-,-,e,-,-
tahi1242,-,7,-,-,e,-,-
emae1237,-,m,-,-,a,-,-
emae1237,-,m,-,-,a,r,e
futu1245,-,m,-,-,a,-,-
wall1257,-,m,-,-,o,-,-
east2447,-,m,-,-,o,-,-
tiko1237,-,m,-,-,a,-,-
tiko1237,-,m,-,-,o,-,-
niue1239,-,m,-,-,a,-,-
niue1239,-,m,-,-,o,-,-
anut1237,-,m,-,-,a,-,-
anut1237,-,m,-,-,o,-,-
samo1305,-,m,-,-,a,-,-
tong1325,-,m,-,-,o,-,-
tong1325,-,p,e,-,a,-,-
renn1242,-,m,-,-,a,-,-
onto1237,-,m,-,-,a,-,-
sika1261,-,m,-,-,a,-,-
nuku1259,-,m,-,-,a,-,-
nuku1259,-,n,-,-,o,-,-
nuku1259,-,r,-,-,o,-,-
pile1238,-,-,-,-,o,-,-
pile1238,-,i,o,k,o,-,-
pile1238,-,m,-,-,a,-,-
pile1238,-,i,-,-,a,-,-
kapi1249,-,m,-,-,a,N,i
mele1250,-,N,-,-,o,-,-
