language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
guan1279,-,-,-,-,-,S,-,-,-,-,i,-,-,-,-,n,-,-,-,-,-
yuet1238,-,-,-,-,-,s,-,-,-,-,o,-,-,-,-,n,-,-,-,-,-
yang1307,-,-,-,-,-,L,-,-,-,-,u,-,-,-,-,n,-,-,-,-,-
chan1326,-,-,-,-,-,s,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
chan1326,t,a,-,-,i,s,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
chen1267,-,-,-,-,-,s,-,-,-,-,u,-,-,w,a,n,-,-,-,-,-
kunm1234,-,-,-,-,-,s,-,-,-,-,u,-,-,w,a,-,-,-,-,-,-
tuol1234,-,-,-,-,-,s,-,-,-,-,o,-,-,-,-,N,-,-,-,-,-
east2363,-,-,-,-,-,h,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
east2363,-,-,-,-,-,s,-,-,-,-,u,-,-,w,3,n,-,-,-,-,-
liuq1235,-,-,-,-,-,h,-,-,-,-,o,-,-,7,-,-,-,-,-,-,-
liuq1235,-,-,-,-,-,h,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
liuq1235,-,-,-,-,-,h,-,-,-,-,o,-,-,7,-,-,-,-,-,-,-
cent2009,-,-,-,-,-,h,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
cent2009,-,-,-,-,-,h,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
cent2009,-,-,-,-,-,h,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
dong1287,-,-,-,-,-,x,a,-,-,h,o,-,-,-,-,-,-,-,-,-,-
numa1251,-,-,-,-,-,k,a,u,k,h,a,n,n,t,a,n,-,-,-,-,-
east2370,-,-,-,-,-,s,-,u,-,w,a,-,-,-,-,n,-,-,-,-,-
nort2747,-,-,-,-,-,-,-,-,-,q,a,-,-,-,-,-,-,-,-,-,-
sout2754,-,-,-,-,-,x,-,o,-,t,a,-,-,-,-,u,-,-,-,-,-
chua1248,-,-,-,-,-,q,-,-,-,-,e,-,-,-,-,n,-,-,-,-,-
larg1235,-,-,-,-,-,G,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
nort2749,-,-,-,-,-,q,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
cent1394,-,-,-,-,-,h,-,-,-,-,e,-,-,-,-,i,-,-,-,-,-
luop1235,-,-,-,-,-,7,-,3,-,X,o,-,-,-,-,-,-,-,-,-,-
luop1235,-,-,-,-,-,q,-,o,-,X,a,-,-,-,-,-,-,-,-,-,-
jion1236,-,-,-,-,-,h,-,o,-,p,o,-,-,-,-,-,-,-,-,-,-
shee1238,-,-,-,-,-,s,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
pahn1237,t,-,y,e,i,s,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
pahn1237,q,o,Z,-,i,s,-,-,-,-,a,-,-,-,-,-,-,-,-,i,-
youn1235,p,3,-,-,-,L,-,-,-,-,a,-,-,-,-,n,-,p,-,e,u
west2430,-,-,-,-,-,q,-,-,-,w,o,-,-,-,-,N,q,w,e,i,-
kimm1245,t,-,S,-,-,h,-,-,-,-,u,-,-,-,-,n,-,-,-,-,-
iumi1238,-,-,-,-,-,f,-,-,-,-,u,-,-,-,-,n,-,-,-,-,-
biao1254,k,-,-,-,-,h,-,3,-,-,u,-,-,-,-,-,-,-,-,-,-
dzao1238,-,-,-,-,-,h,-,-,-,-,o,-,-,-,-,n,-,-,-,-,-
sich1238,k,-,-,-,-,h,-,a,-,s,u,-,-,-,-,-,-,-,-,-,-
