language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
jion1236,-,k,-,-,-,-,-,l,-,-,e,i,-,-,-,-
shee1238,-,-,-,-,-,-,-,y,-,-,-,i,-,-,n,-
pahn1237,-,q,-,a,-,-,-,l,-,-,-,a,-,-,N,-
pahn1237,-,l,y,a,N,-,-,l,-,-,y,a,-,-,N,-
youn1235,-,-,-,-,-,-,-,l,-,-,-,u,-,-,n,-
east2371,-,-,-,-,-,-,-,l,-,u,w,a,-,-,n,-
west2430,-,-,-,-,-,-,-,Z,-,-,-,E,-,-,-,-
east2370,-,-,-,-,-,-,-,t,-,u,w,a,-,-,n,-
nort2747,-,-,-,-,-,-,-,L,-,-,-,e,-,-,n,-
sout2754,-,q,-,a,-,-,-,l,-,-,-,e,-,-,u,-
nort2749,n,k,-,i,-,-,-,-,-,-,-,-,-,-,-,-
cent1394,-,k,-,o,N,-,-,-,-,-,-,-,-,-,-,-
luop1235,-,7,-,3,n,p,h,l,3,u,y,i,-,-,-,-
luop1235,-,t,-,3,-,-,-,-,-,-,y,E,-,-,-,-
larg1235,-,q,-,o,-,-,-,l,-,-,-,o,-,-,-,-
kimm1245,-,k,-,-,-,-,-,l,-,-,-,u,-,-,n,-
iumi1238,-,k,-,-,-,-,-,-,-,-,-,u,-,-,n,-
biao1254,-,k,-,-,-,-,-,l,-,-,-,i,-,-,n,-
dzao1238,-,v,-,-,-,-,-,-,-,-,-,i,-,-,n,-
liuq1235,-,-,-,-,-,-,-,d,-,-,-,u,w,3,n,7
liuq1235,-,-,-,-,-,-,-,d,-,-,-,o,-,-,n,7
sich1238,-,w,-,e,-,-,-,-,-,-,-,i,-,-,-,-
