language,x1,x2,x3,x4,x5,x6,x7,x8
guan1279,-,-,f,-,-,a,-,-
yuet1238,-,-,f,-,-,a,v,e
yuet1238,-,-,f,-,-,a,-,-
chan1326,-,-,f,-,-,a,-,-
chen1267,x,u,w,-,-,a,-,-
guil1241,-,-,f,-,-,a,-,-
pand1262,n,u,k,-,-,-,-,-
sand1270,n,u,k,-,-,-,-,-
sand1270,n,u,k,-,-,-,-,-
east2363,-,-,w,-,-,a,-,-
east2363,-,-,w,-,-,a,-,-
liuq1235,-,-,w,-,-,a,7,-
liuq1235,-,-,w,-,-,a,-,-
liuq1235,-,-,w,-,-,a,7,-
cent2009,-,-,w,-,-,a,-,-
cent2009,-,-,v,-,-,a,-,-
cent2009,-,-,w,-,-,a,-,-
dong1287,-,-,p,-,-,e,-,-
nunu1247,-,-,v,-,-,a,-,-
numa1251,-,-,p,-,-,a,n,-
east2370,-,-,p,-,-,a,n,-
nort2747,-,-,p,-,-,a,N,-
sout2754,-,-,p,-,-,a,n,-
chua1248,-,-,p,-,-,a,N,-
larg1235,b,-,h,-,-,a,u,-
nort2749,-,-,p,-,-,o,-,-
cent1394,-,-,p,u,w,a,-,-
luop1235,7,3,w,-,-,e,n,-
luop1235,q,o,v,-,-,e,n,-
jion1236,-,-,p,-,-,e,n,-
shee1238,-,-,p,-,h,u,n,-
pahn1237,-,-,p,-,-,a,i,-
pahn1237,-,-,p,-,-,e,i,-
youn1235,-,-,p,-,-,a,n,-
east2371,-,-,b,-,-,e,i,-
west2430,-,-,p,-,-,e,i,-
kimm1245,-,-,f,-,-,a,N,-
iumi1238,-,-,p,-,y,a,N,-
biao1254,-,-,p,-,y,a,N,-
dzao1238,-,-,p,-,y,a,N,-
sich1238,-,-,7,-,-,i,n,o
