language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
guan1279,-,-,-,-,-,-,-,-,-,-,-,-,k,u,w,o,-,-,-,-
guan1279,S,-,-,-,-,-,-,-,-,-,a,N,k,-,w,o,-,-,-,-
yuet1238,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,o,-,-,-,-
yuet1238,s,u,-,-,w,-,-,-,-,-,i,-,k,u,w,o,-,-,-,-
yang1307,-,-,-,-,-,-,-,-,-,-,-,-,k,-,w,a,t,S,e,i
chan1326,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,o,-,-,-,-
chan1326,S,i,-,-,y,-,-,-,-,-,e,i,k,-,-,o,-,-,-,-
chen1267,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,o,-,-,-,-
chen1267,s,u,-,-,w,-,-,-,-,-,e,i,k,-,-,o,-,-,-,-
kunm1234,S,u,-,-,w,-,-,-,-,-,e,-,k,u,w,o,-,-,-,-
guil1241,s,-,-,-,w,-,-,-,-,-,e,i,k,-,w,o,-,-,-,-
east2363,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,o,-,-,-,-
east2363,-,-,-,-,m,-,-,-,-,-,a,-,k,-,-,-,-,-,-,-
liuq1235,-,-,-,-,m,-,-,-,-,-,a,-,k,-,-,-,-,-,-,-
liuq1235,-,-,-,-,m,-,-,-,-,-,a,-,k,-,-,-,-,-,-,-
liuq1235,-,-,-,-,m,-,-,-,-,-,a,-,k,-,-,-,-,-,-,-
cent2009,-,-,-,-,m,-,-,-,-,-,a,-,k,-,-,-,-,-,-,-
cent2009,s,u,-,-,w,-,-,-,-,-,e,i,k,-,-,o,-,-,-,-
cent2009,-,-,-,-,m,-,-,-,-,-,a,-,k,-,-,-,-,-,-,-
dong1287,-,-,-,-,p,-,-,-,y,-,i,-,-,-,-,-,-,-,-,-
nunu1247,-,-,-,-,p,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
numa1251,-,-,-,-,p,-,-,-,y,-,i,-,-,-,-,-,-,-,-,-
east2370,-,-,-,-,t,-,-,-,s,-,e,-,-,-,-,n,-,-,-,-
nort2747,-,-,-,-,t,-,-,-,s,-,e,-,-,-,-,n,-,-,-,-
sout2754,-,-,-,-,t,-,-,-,S,-,i,-,-,-,-,-,-,-,-,-
chua1248,-,-,-,-,t,-,-,-,s,-,i,-,-,-,-,-,-,-,-,-
nort2749,-,-,-,-,p,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
cent1394,-,-,-,-,p,-,-,-,e,-,i,-,-,-,-,-,-,-,-,-
luop1235,7,3,-,-,p,-,-,-,y,-,e,-,-,-,-,-,-,-,-,-
luop1235,q,o,-,-,p,-,-,-,z,-,i,-,-,-,-,-,-,-,-,-
jion1236,-,-,-,-,p,-,-,-,y,-,i,-,-,-,-,-,-,-,-,-
shee1238,t,o,N,-,p,-,-,-,y,-,i,-,-,-,-,-,-,-,-,-
pahn1237,-,-,-,-,t,-,-,-,y,e,i,-,-,-,-,-,-,-,-,-
pahn1237,-,-,-,-,p,-,-,-,y,e,i,-,-,-,-,-,-,-,-,-
youn1235,-,-,-,-,p,-,-,-,y,-,i,-,-,-,-,-,-,-,-,-
east2371,-,-,-,-,p,-,-,-,y,-,i,-,-,-,-,-,-,-,-,-
west2430,q,o,-,-,p,-,-,-,y,-,i,-,-,-,-,-,-,-,-,-
kimm1245,-,-,-,-,p,-,-,-,y,-,e,-,-,-,-,u,-,-,-,-
iumi1238,-,-,-,-,p,-,-,-,y,-,3,-,-,-,-,u,-,-,-,-
biao1254,-,-,-,-,p,-,-,-,y,-,a,-,-,-,-,u,-,-,-,-
dzao1238,-,-,-,-,b,-,-,-,-,-,e,-,-,-,-,u,-,-,-,-
sich1238,s,a,t,s,h,3,s,a,v,-,3,-,-,-,-,-,-,-,-,-
