language,x1,x2,x3,x4,x5
guan1279,-,p,a,-,t
xian1255,-,p,a,-,t
nann1239,-,p,a,-,t
yuet1238,-,p,a,-,t
guiy1235,-,p,a,-,-
wuha1234,-,p,a,-,-
chan1326,-,p,a,-,-
chen1267,-,p,a,-,-
kunm1234,-,p,o,-,-
tuol1234,t,S,o,-,-
pand1262,-,p,e,-,t
sand1270,-,p,a,-,t
sand1270,-,p,a,-,t
east2363,-,p,e,3,t
east2363,-,p,e,-,t
liuq1235,-,p,e,-,t
liuq1235,-,p,e,-,t
liuq1235,-,p,E,-,t
cent2009,-,p,e,-,t
cent2009,-,p,E,-,t
cent2009,-,p,E,3,t
dong1287,-,Z,o,-,-
nunu1247,-,Z,u,-,-
numa1251,-,Z,a,-,-
east2370,-,Z,a,-,-
nort2747,-,Z,a,-,-
sout2754,-,Z,i,-,-
chua1248,-,Z,i,-,-
larg1235,-,Z,i,-,-
nort2749,-,Z,a,-,-
cent1394,-,Z,i,-,-
luop1235,-,Z,o,-,-
luop1235,-,Z,a,-,-
jion1236,-,y,e,-,-
shee1238,-,y,i,-,-
pahn1237,-,y,i,-,-
pahn1237,-,S,i,-,-
youn1235,-,y,a,-,-
east2371,-,Z,i,-,-
west2430,-,Z,i,-,-
kimm1245,-,Z,e,-,t
iumi1238,-,S,e,-,t
biao1254,-,S,E,-,t
dzao1238,-,Z,a,-,t
sich1238,-,h,a,-,i
