language,x1,x2,x3,x4,x5,x6
guan1279,-,a,p,-,-,-
yuet1238,-,a,p,-,-,-
yang1307,-,a,p,-,-,-
chan1326,N,a,-,-,-,-
pand1262,7,e,p,-,-,-
sand1270,7,e,p,-,-,-
sand1270,7,e,p,-,-,-
east2363,-,-,p,-,i,t
east2363,-,-,p,-,i,t
liuq1235,-,-,p,-,i,t
liuq1235,-,-,p,-,i,t
liuq1235,-,-,p,-,i,t
cent2009,-,-,p,-,i,t
cent2009,-,-,p,-,i,t
cent2009,-,-,p,-,i,t
dong1287,7,o,-,-,-,-
nunu1247,7,o,-,-,-,-
numa1251,7,a,u,-,-,-
east2370,7,o,-,-,-,-
nort2747,k,a,-,-,-,-
sout2754,7,a,u,-,-,-
chua1248,7,o,-,-,-,-
larg1235,7,o,-,-,-,-
nort2749,7,3,-,-,-,-
cent1394,7,o,-,-,-,-
luop1235,7,3,v,-,a,-
luop1235,7,a,X,r,E,-
jion1236,7,a,-,-,i,-
shee1238,7,u,w,-,e,-
pahn1237,7,a,-,-,-,-
pahn1237,7,a,-,-,-,-
youn1235,7,a,-,-,i,-
east2371,q,a,q,-,a,-
west2430,n,u,S,-,o,-
kimm1245,7,a,p,-,-,-
iumi1238,7,a,p,-,-,-
biao1254,7,a,t,-,-,-
dzao1238,7,a,p,-,-,-
sich1238,7,a,-,-,-,-
