language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
guan1279,-,-,-,-,t,-,s,-,-,e,k
guan1279,-,-,-,-,t,-,S,-,-,i,k
xian1255,-,-,-,-,t,-,s,-,-,a,k
nann1239,-,-,-,-,t,-,s,-,-,e,k
yuet1238,-,-,-,-,t,-,s,-,h,3,t
yang1307,-,-,-,-,t,-,-,-,-,i,m
chen1267,-,-,-,-,t,-,s,-,h,3,n
tuol1234,-,-,-,-,t,u,w,-,-,e,-
pand1262,-,-,-,-,-,-,h,-,y,a,N
sand1270,-,-,-,-,-,-,S,-,-,a,N
sand1270,-,-,-,-,-,-,h,-,y,a,N
east2363,-,-,-,-,-,-,s,-,-,o,-
east2363,-,-,-,-,-,-,s,-,-,o,-
liuq1235,-,-,-,-,-,-,8,-,-,o,7
liuq1235,-,-,-,-,-,-,s,-,-,o,-
liuq1235,-,-,-,-,t,-,s,-,-,i,N
cent2009,-,-,-,-,-,-,8,-,-,o,-
cent2009,-,-,-,-,-,-,8,-,-,o,-
cent2009,-,-,-,-,-,-,8,-,-,o,-
dong1287,-,-,n,-,t,-,S,-,-,o,N
nunu1247,-,-,-,-,t,-,S,u,w,3,N
numa1251,-,-,-,-,t,-,-,-,-,a,n
east2370,-,-,-,-,t,-,-,-,-,e,i
nort2747,-,-,-,-,t,-,-,-,-,e,i
sout2754,-,-,k,i,t,-,-,-,-,a,i
chua1248,-,-,n,-,t,-,S,-,-,a,N
larg1235,-,-,n,-,t,-,S,-,-,a,u
nort2749,-,-,n,-,t,-,S,-,-,a,-
cent1394,-,-,n,-,t,-,S,-,-,o,-
luop1235,t,3,n,-,d,-,Z,-,-,o,N
luop1235,t,3,n,-,d,-,Z,-,-,a,N
jion1236,-,-,n,-,t,-,y,-,-,u,-
shee1238,-,-,-,-,t,-,-,-,-,i,-
pahn1237,-,-,-,-,t,-,-,-,-,e,N
pahn1237,-,-,n,-,t,-,S,-,-,u,N
youn1235,-,-,-,-,n,-,y,-,-,e,u
east2371,-,-,-,-,d,-,-,-,-,a,i
west2430,-,-,-,-,t,-,-,-,-,E,-
kimm1245,-,-,-,-,t,-,S,-,-,a,-
iumi1238,-,-,-,-,t,-,s,-,-,a,-
biao1254,-,-,-,-,t,-,y,-,-,a,n
dzao1238,-,-,-,-,l,-,-,-,-,a,N
sich1238,-,-,-,-,d,-,z,-,-,a,-
