language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
jion1236,-,t,-,-,y,o,-,-,N,-
shee1238,-,t,-,-,h,u,-,-,-,-
pahn1237,-,n,-,-,y,e,-,-,i,-
pahn1237,-,n,-,-,p,e,-,-,i,-
youn1235,-,t,-,-,-,o,-,-,N,-
east2371,-,d,-,-,-,a,-,-,N,-
west2430,n,t,-,-,-,o,-,-,N,-
east2370,-,t,-,-,-,a,-,-,N,-
nort2747,-,t,-,-,-,a,-,-,N,-
sout2754,-,t,-,-,-,a,-,-,N,-
nort2749,-,n,-,-,p,a,-,-,Z,a
cent1394,-,-,-,-,-,-,-,-,Z,i
luop1235,-,l,3,-,l,o,-,-,N,-
luop1235,-,7,a,n,d,a,-,-,N,-
larg1235,-,-,-,-,-,-,-,-,m,u
iumi1238,-,t,-,-,-,o,-,-,N,-
biao1254,-,t,-,-,-,a,-,-,N,-
dzao1238,-,t,-,-,-,o,-,-,N,-
east2363,-,t,i,-,y,3,-,-,N,-
east2363,-,t,-,-,-,o,-,-,N,-
liuq1235,-,t,-,-,-,o,-,-,N,-
liuq1235,-,t,-,-,-,u,-,-,N,-
liuq1235,-,t,-,-,-,a,-,-,N,-
cent2009,-,t,-,-,-,u,-,-,N,-
cent2009,-,t,-,-,-,u,w,3,N,-
cent2009,-,t,-,-,-,u,w,3,N,-
