language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
guan1279,-,-,k,-,-,-,-,-,-,i,-,-,-,-,n
yuet1238,-,-,k,-,-,-,-,-,-,i,-,y,-,a,n
chan1326,-,-,t,-,-,-,-,S,-,i,-,-,-,e,-
chen1267,-,-,t,-,-,-,-,S,-,i,-,y,-,a,n
pand1262,-,-,h,-,-,-,-,-,-,-,-,-,-,a,-
sand1270,-,-,h,-,-,-,-,-,-,-,-,-,-,a,-
sand1270,-,-,h,-,-,-,-,-,-,-,-,-,-,a,-
liuq1235,-,-,b,-,-,-,-,-,-,-,-,-,-,a,-
liuq1235,-,-,b,-,-,-,-,-,-,-,-,-,-,a,-
dong1287,-,-,f,-,a,-,-,-,-,-,-,p,-,3,-
nunu1247,-,-,v,-,a,-,-,-,-,-,-,p,-,a,-
numa1251,-,-,p,-,e,-,-,-,-,-,-,-,-,i,-
east2370,-,-,k,-,u,-,t,-,-,-,-,S,e,i,-
nort2747,-,-,q,-,a,-,-,-,-,-,-,L,a,N,-
sout2754,-,-,k,-,u,-,t,-,-,-,-,S,-,i,-
chua1248,-,-,s,-,o,-,-,-,-,-,-,p,-,u,-
larg1235,-,-,h,-,i,-,-,-,-,-,-,b,-,i,-
nort2749,-,-,q,-,a,-,-,-,-,-,-,q,-,u,-
cent1394,L,u,w,-,a,-,-,-,-,-,-,p,-,o,N
luop1235,-,-,7,-,3,-,s,-,-,u,-,v,-,u,-
luop1235,-,-,p,-,3,-,-,-,-,-,-,v,-,u,-
jion1236,-,-,-,-,-,-,t,S,o,i,-,-,-,-,-
shee1238,-,-,k,-,a,-,t,s,-,i,k,k,-,o,-
pahn1237,-,-,7,-,a,-,t,S,-,a,-,q,-,o,-
pahn1237,-,-,p,-,-,-,-,h,-,i,-,k,-,o,-
youn1235,-,-,k,-,3,-,t,-,-,-,-,-,-,o,-
east2371,-,-,-,-,-,-,t,S,-,a,-,p,-,e,i
west2430,-,-,-,-,-,-,q,-,-,o,-,p,-,3,-
kimm1245,-,-,p,-,i,n,t,-,-,a,-,-,-,u,-
iumi1238,-,-,p,-,3,-,t,-,-,a,-,-,-,u,-
biao1254,-,-,b,y,a,-,t,-,-,a,-,-,-,u,-
dzao1238,-,-,k,-,e,n,t,-,-,-,-,-,-,u,-
sich1238,-,-,p,-,o,u,t,-,-,-,-,-,-,u,-
