language,x1,x2,x3,x4,x5,x6,x7
guan1279,-,t,S,-,o,i,-
yuet1238,-,t,s,-,a,i,-
chan1326,-,t,s,-,a,i,-
chen1267,-,t,s,-,a,i,-
pand1262,-,l,-,-,a,m,-
sand1270,-,l,-,-,a,m,-
sand1270,-,l,-,-,a,m,-
east2363,-,n,-,-,a,m,-
liuq1235,-,d,-,-,a,m,7
liuq1235,-,d,-,-,a,m,7
cent2009,-,n,-,-,a,m,-
dong1287,-,t,S,-,i,-,-
nunu1247,-,t,S,h,i,-,-
numa1251,-,t,S,-,i,-,-
east2370,-,t,S,-,i,n,-
nort2747,-,t,S,-,i,n,-
sout2754,-,t,y,-,i,-,-
chua1248,-,t,S,-,a,u,-
larg1235,-,d,Z,-,o,-,-
nort2749,-,t,S,-,i,-,-
cent1394,-,t,S,-,o,N,-
luop1235,-,-,Z,-,e,-,-
luop1235,-,-,Z,-,i,-,-
jion1236,-,t,e,-,i,-,-
shee1238,-,t,h,-,i,-,-
pahn1237,n,t,S,-,u,-,-
youn1235,-,t,-,-,i,-,-
east2371,-,-,z,-,a,-,-
west2430,n,t,S,-,u,-,-
kimm1245,-,-,S,-,o,N,-
iumi1238,-,t,s,-,o,N,-
biao1254,-,t,s,-,E,-,-
dzao1238,-,t,s,-,u,N,-
sich1238,-,t,-,-,u,u,-
