language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
silt1240,-,-,-,-,-,7,u,n,-,-,g,-,-,a,-,-,-,-,-
wola1253,-,-,-,-,-,7,u,n,-,d,Z,-,-,3,-,-,-,-,-
zayy1238,-,-,-,-,-,7,u,n,-,d,Z,-,-,3,-,-,-,-,-
hara1271,-,-,-,-,-,7,u,-,-,-,g,-,-,a,-,-,-,-,-
amha1245,-,-,-,-,-,m,3,n,-,-,g,-,-,3,d,-,-,-,-
argo1244,x,3,i,y,3,m,a,-,-,-,-,-,-,-,-,-,-,-,-
mesq1240,-,-,-,-,-,7,e,m,-,-,-,-,-,a,-,-,-,-,-
muhe1234,-,-,-,-,-,z,3,b,-,-,-,-,-,a,-,-,-,-,-
chah1248,-,-,-,-,-,7,e,m,-,-,-,-,-,a,-,-,-,-,-
gura1260,-,-,-,-,-,7,e,m,-,-,-,-,-,a,-,-,-,-,-
gume1239,-,-,-,-,-,7,e,m,-,-,-,-,-,a,-,-,-,-,-
ezha1238,-,-,-,-,-,7,e,m,-,-,-,-,-,a,-,-,-,-,-
gyet1241,-,-,-,-,-,-,-,m,3,i,y,-,-,a,-,-,-,-,-
inor1240,-,-,-,-,-,m,e,7,-,-,-,-,-,a,-,-,-,-,-
kist1241,-,-,-,-,-,-,-,m,o,-,T,t,S,3,-,-,-,-,-
eneg1238,-,-,-,-,-,-,-,m,e,i,y,-,-,a,-,-,-,-,-
geez1241,-,-,-,-,-,m,3,n,-,-,g,-,-,3,d,-,-,-,-
tigr1271,-,-,-,-,-,m,3,n,-,-,g,-,-,3,d,-,-,-,i
tigr1270,-,-,-,-,-,-,-,-,-,-,g,-,-,3,b,3,i,3,i
