language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
temb1276,-,-,-,-,-,p,-,-,-,e,-,-
xing1248,7,a,-,-,-,p,e,p,-,e,r,a
kama1373,-,a,-,-,-,p,-,-,-,e,-,-
waya1270,-,-,-,-,-,p,i,l,-,e,-,-
avac1239,-,-,-,-,-,p,i,r,-,i,k,-
kaya1329,-,a,-,-,-,p,-,-,-,e,-,-
east2555,-,-,-,-,-,p,i,r,-,e,-,-
para1311,-,a,-,-,-,p,-,-,-,e,-,-
mbya1239,-,-,-,-,-,p,e,k,u,e,-,-
guar1292,-,-,-,-,-,p,i,r,-,e,r,-
urub1250,-,-,-,-,-,p,i,r,-,e,r,-
nhen1239,-,-,-,-,-,p,i,r,-,e,r,a
urue1240,-,-,-,-,-,p,-,-,-,e,-,-
tenh1241,-,-,-,-,-,p,-,-,-,e,-,-
emer1243,-,-,-,-,-,w,i,r,-,e,r,-
para1312,-,-,-,-,-,p,i,r,-,e,r,-
guaj1256,y,a,k,a,k,w,-,-,-,a,-,-
araw1273,-,-,-,-,-,p,3,d,-,e,-,-
coca1259,-,-,-,-,-,p,i,r,w,a,r,a
omag1248,-,-,-,-,-,p,i,r,u,a,r,a
yuqu1240,-,-,-,-,-,-,e,k,w,e,-,-
siri1273,-,-,-,-,-,-,e,k,-,e,-,-
sate1243,-,a,-,-,-,p,-,-,-,e,-,-
awet1244,-,-,-,-,-,p,-,-,-,e,-,-
