language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
temb1276,-,-,-,z,-,-,a,p,u,k,-,a,-,i,-,-
xing1248,-,a,-,r,-,-,a,-,-,k,-,u,r,i,-,-
kama1373,k,a,-,r,-,-,a,-,-,k,-,a,r,a,k,o
waya1270,m,a,-,s,-,-,a,-,-,k,-,a,l,a,-,-
avac1239,-,a,-,r,-,-,a,-,-,k,-,a,l,i,-,-
kaya1329,w,3,-,r,-,-,a,s,o,k,-,-,w,e,-,-
east2555,-,-,-,-,-,-,-,-,-,-,-,u,r,u,-,-
para1311,-,-,-,-,-,-,-,-,-,-,-,u,r,u,-,-
mbya1239,-,-,-,-,-,-,-,-,-,-,-,u,r,u,-,-
guar1292,-,-,-,t,-,-,a,-,-,k,-,u,r,a,-,-
urub1250,-,-,-,s,-,-,a,p,u,k,-,a,y,-,-,-
nhen1239,-,-,-,s,-,-,a,p,u,k,-,a,i,a,-,-
amun1246,-,i,-,n,-,-,a,m,u,C,-,-,-,i,-,N
urue1240,-,i,-,n,-,-,a,m,u,C,-,-,-,i,-,N
tenh1241,-,i,-,n,-,-,a,m,u,t,-,-,-,i,-,N
emer1243,m,a,-,s,-,-,a,-,-,k,-,a,l,a,-,-
toca1235,w,3,-,r,-,-,a,-,-,p,-,a,s,e,-,-
para1312,b,3,-,r,-,-,a,-,-,p,-,a,C,e,-,-
tapi1254,w,3,-,r,-,-,a,-,-,k,-,a,y,-,-,-
suru1262,w,3,-,r,-,-,a,-,-,7,-,3,r,a,-,-
guaj1256,C,a,-,m,-,-,a,-,-,k,-,a,y,-,-,-
araw1273,-,a,-,r,-,-,a,-,-,k,-,u,r,i,-,-
coca1259,-,a,-,t,-,-,a,-,-,w,-,a,r,i,-,-
omag1248,-,a,-,t,-,-,a,-,-,w,-,a,r,i,-,-
yuqu1240,-,e,-,t,i,m,a,-,-,g,w,a,-,-,-,-
sate1243,w,a,i,p,-,-,a,-,-,k,-,-,-,a,-,-
