language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
temb1276,-,-,-,-,3,-,-,t,-,-,-,-,3,-
tupi1273,-,-,-,-,a,-,-,t,-,-,-,-,a,-
guaj1255,-,-,-,-,-,-,-,k,-,-,-,-,a,g
xing1248,p,-,a,r,a,-,-,t,-,-,-,-,3,-
kama1373,h,w,a,r,a,-,-,t,-,-,-,-,a,-
urub1250,p,-,i,r,a,-,-,t,-,-,-,-,a,-
waya1270,-,-,-,k,a,-,-,s,-,-,-,-,i,-
east2555,-,-,-,-,a,-,-,t,-,-,-,-,a,-
para1311,h,-,-,-,a,-,-,t,-,-,-,-,a,-
mbya1239,m,-,-,-,a,r,e,k,-,-,-,-,e,-
guar1292,-,-,-,-,a,-,-,t,-,-,-,-,a,-
nhen1239,k,-,-,-,i,-,-,r,-,-,i,m,a,-
kaya1329,f,-,-,w,a,-,-,k,-,-,-,-,a,r
amun1246,-,-,-,-,a,-,-,t,-,-,-,-,a,-
tenh1241,-,-,-,-,a,-,-,t,-,-,-,-,a,-
paus1244,p,-,3,r,a,-,-,t,-,-,-,-,a,-
emer1243,-,-,-,k,a,-,-,s,-,-,-,-,i,-
para1312,-,-,-,-,a,-,-,t,-,-,-,-,o,-
suru1262,p,-,-,-,u,-,-,k,-,-,-,-,o,N
anam1249,-,-,-,-,-,-,-,t,u,w,i,h,a,-
guaj1256,-,-,-,-,a,-,-,t,-,-,-,-,3,-
coca1259,w,-,-,-,3,-,-,k,-,-,-,-,a,-
omag1248,w,-,-,-,3,-,-,k,-,-,-,-,a,-
ache1246,m,-,3,r,a,-,-,k,-,w,-,-,a,-
xeta1241,p,-,i,r,a,-,-,k,-,w,-,-,a,-
yuqu1240,g,-,u,r,a,-,-,k,-,-,-,-,o,-
siri1273,-,-,-,r,e,-,-,k,-,-,-,-,o,-
