language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
temb1276,-,p,3,-,-,t,-,-,u,n,-
tupi1273,-,p,3,-,-,t,-,-,u,n,-
guaj1255,-,p,3,-,-,h,a,-,w,-,-
xing1248,i,p,3,-,-,t,-,-,u,n,-
kama1373,3,p,3,-,-,t,-,-,u,n,-
urub1250,-,p,3,-,-,t,-,-,u,n,-
waya1270,-,p,3,-,-,t,-,-,u,-,-
avac1239,-,p,3,-,-,t,-,-,u,n,-
east2555,-,p,3,-,-,t,-,-,u,-,-
para1311,-,p,3,h,a,r,-,-,e,-,-
mbya1239,-,p,3,-,-,t,-,-,u,-,-
guar1292,-,p,3,-,-,t,-,-,u,-,-
nhen1239,-,p,i,-,-,t,-,-,u,n,a
kaya1329,3,p,3,-,-,-,-,-,i,-,-
amun1246,3,p,3,-,-,t,-,-,u,n,-
urue1240,3,p,3,-,-,t,-,-,u,n,a
tenh1241,3,p,3,-,-,t,-,-,u,n,-
paus1244,-,p,i,-,-,h,-,-,a,-,-
emer1243,-,p,3,-,-,-,-,-,a,-,-
toca1235,i,p,3,-,-,t,-,-,o,n,-
para1312,3,p,3,-,-,t,-,-,o,n,-
tapi1254,3,p,3,-,-,t,-,-,o,n,-
suru1262,i,p,3,-,-,t,-,-,u,n,-
anam1249,-,p,3,-,-,t,-,-,u,-,-
apia1248,-,p,3,-,-,t,-,-,u,n,-
guaj1256,-,p,3,-,-,h,-,-,a,-,-
araw1273,-,p,i,-,-,t,-,-,3,m,-
coca1259,3,p,3,-,-,c,-,-,a,-,-
omag1248,3,p,3,-,-,s,-,-,a,-,-
ache1246,-,p,i,-,-,t,-,-,o,-,-
xeta1241,-,p,o,-,-,-,-,-,a,-,-
yuqu1240,-,h,i,-,-,t,-,-,o,-,-
siri1273,-,-,i,-,-,t,-,-,o,-,-
sate1243,-,w,a,-,-,t,-,-,3,m,-
awet1244,i,p,3,-,-,t,a,k,o,-,-
