language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
temb1276,-,-,-,-,-,p,-,-,u,t,-,a,r,-,-,-
tupi1273,-,-,-,-,-,p,-,-,o,t,-,a,r,-,-,-
guaj1255,-,-,-,-,-,p,-,-,u,t,-,a,r,-,-,-
xing1248,-,-,-,-,-,p,-,-,o,t,-,a,t,-,-,-
kama1373,-,-,-,-,-,p,-,-,o,t,-,a,t,-,-,-
urub1250,-,-,-,-,-,p,-,-,u,t,-,a,r,-,-,-
waya1270,-,-,-,-,-,p,-,-,o,t,-,a,-,-,-,-
avac1239,-,-,-,-,-,p,-,-,u,t,-,a,t,-,-,-
east2555,-,-,-,-,-,p,-,-,o,t,-,a,-,-,-,-
para1311,-,-,-,-,-,p,-,-,o,t,-,a,-,-,-,-
mbya1239,-,-,-,-,-,p,-,-,o,t,-,a,-,-,-,-
guar1292,-,-,-,-,-,p,-,-,o,t,-,a,-,-,-,-
nhen1239,-,-,-,-,-,p,-,-,u,t,-,a,r,-,-,i
kaya1329,-,-,-,-,-,r,-,-,e,k,-,o,-,-,-,-
amun1246,-,-,-,-,-,p,-,-,o,t,-,a,r,-,-,-
urue1240,-,-,-,-,-,p,-,-,o,t,-,a,r,-,-,-
tenh1241,-,-,-,-,-,p,-,-,o,t,-,a,r,-,-,-
paus1244,-,-,-,-,-,p,-,-,o,t,-,a,r,-,-,-
emer1243,-,-,-,-,-,p,-,-,o,t,-,a,n,-,-,e
toca1235,-,-,-,-,-,p,-,-,o,t,-,a,n,-,-,-
para1312,-,-,-,-,-,p,-,-,o,t,-,a,n,-,-,-
tapi1254,-,-,-,-,-,p,-,-,a,t,-,a,n,-,-,-
anam1249,-,-,-,-,-,p,-,-,u,t,-,a,-,-,-,-
guaj1256,-,-,-,-,-,-,-,-,-,t,-,3,r,3,m,3
araw1273,-,-,-,-,-,p,-,-,o,t,-,a,n,-,-,-
coca1259,-,-,-,-,-,c,-,-,e,t,-,a,-,-,-,-
omag1248,-,-,-,-,-,s,-,-,i,t,-,a,-,-,-,-
yuqu1240,-,-,-,-,-,s,e,r,e,t,-,e,-,-,-,-
siri1273,-,-,-,-,-,-,-,-,o,S,-,3,-,-,-,-
sate1243,-,-,-,-,-,k,-,-,3,7,s,a,t,-,-,-
awet1244,k,w,a,k,u,p,-,-,-,-,-,-,-,-,-,-
