language,x1,x2,x3,x4,x5,x6,x7,x8
temb1276,-,p,u,h,3,y,-,-
xing1248,-,p,o,h,o,y,-,-
kama1373,-,p,o,w,3,y,-,-
waya1270,-,p,o,-,3,y,-,-
avac1239,-,p,o,-,3,y,-,-
kaya1329,-,p,o,-,3,i,w,u
east2555,-,p,o,-,3,-,-,-
para1311,-,p,o,h,3,i,-,-
mbya1239,i,p,o,7,i,-,-,-
guar1292,-,p,o,s,3,i,-,-
urub1250,-,p,u,h,3,i,-,-
nhen1239,-,p,u,s,-,e,-,-
amun1246,-,p,o,h,3,i,-,-
urue1240,-,p,o,h,3,i,-,-
tenh1241,-,p,o,h,3,y,-,-
emer1243,-,p,o,h,-,i,-,-
toca1235,-,p,o,h,o,y,-,-
para1312,-,p,o,h,o,i,-,-
tapi1254,-,p,o,-,o,y,-,-
guaj1256,i,p,-,-,a,y,-,-
coca1259,i,p,u,c,-,i,-,-
omag1248,i,p,u,S,-,i,-,-
ache1246,-,p,-,w,3,-,-,-
xeta1241,-,p,o,-,3,-,-,-
yuqu1240,-,-,u,s,-,i,-,-
siri1273,-,-,u,s,-,i,-,-
sate1243,-,p,o,t,3,y,-,-
awet1244,-,p,o,t,3,y,-,-
