language,x1,x2,x3,x4,x5,x6
temb1276,-,-,-,u,-,-
xing1248,-,-,-,o,-,-
kama1373,-,-,-,u,p,-
waya1270,-,-,-,u,-,-
avac1239,-,-,-,u,w,-
kaya1329,-,-,-,u,w,-
east2555,-,-,-,u,-,-
para1311,-,-,-,u,-,-
mbya1239,-,-,-,u,-,-
guar1292,-,-,-,u,-,-
urub1250,-,-,-,u,-,-
nhen1239,p,a,y,a,-,-
amun1246,-,-,-,u,b,-
urue1240,-,-,-,u,b,-
tenh1241,-,-,-,u,b,-
emer1243,-,-,-,u,-,-
toca1235,-,-,-,o,p,e
para1312,-,-,-,o,b,-
tapi1254,-,-,-,o,p,-
guaj1256,-,-,-,u,-,-
araw1273,-,-,-,u,-,-
coca1259,p,a,p,a,-,-
omag1248,p,a,p,a,-,-
ache1246,-,-,-,u,-,-
yuqu1240,-,-,-,u,-,-
siri1273,-,-,-,u,-,-
sate1243,-,-,-,a,p,-
awet1244,-,-,-,u,p,-
