language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
temb1276,-,-,-,e,n,3,p,3,-,-,-,7,3,-,-
xing1248,-,-,k,a,n,a,-,-,-,-,-,w,a,-,-
kama1373,p,e,r,e,n,-,-,-,-,-,-,-,a,n,-
waya1270,-,-,-,e,n,3,p,a,-,-,-,7,a,-,-
avac1239,-,-,-,-,-,3,p,3,-,-,-,-,a,-,-
kaya1329,-,-,-,e,n,u,p,3,-,-,-,7,a,-,-
east2555,-,-,-,e,n,e,p,3,-,-,-,-,a,-,-
para1311,-,-,-,e,n,3,p,3,-,-,-,7,a,-,-
mbya1239,-,-,-,e,n,a,p,3,-,-,-,7,a,-,-
guar1292,-,-,-,e,n,3,p,3,-,-,-,-,a,-,-
urub1250,-,-,k,a,n,a,w,-,-,-,-,-,a,y,-
nhen1239,-,-,-,i,n,i,p,i,-,-,-,-,a,-,-
amun1246,-,-,-,e,-,3,p,3,-,-,-,7,a,-,-
urue1240,-,-,-,a,n,3,p,3,-,-,-,7,a,-,-
tenh1241,-,-,-,e,n,3,p,3,-,-,-,7,a,-,-
emer1243,-,-,-,e,n,3,p,u,-,-,-,7,a,-,-
para1312,-,e,C,a,m,e,-,-,-,-,-,b,-,-,-
tapi1254,-,-,k,a,n,a,-,-,-,-,-,w,a,-,-
guaj1256,-,-,-,-,-,-,p,a,-,-,-,r,a,n,3
coca1259,-,-,c,e,n,e,p,i,-,-,-,-,a,-,-
omag1248,-,-,s,i,n,u,p,u,-,-,-,-,a,-,-
yuqu1240,-,-,-,-,n,i,-,-,-,-,-,-,a,-,-
siri1273,-,-,-,-,n,i,-,-,-,-,-,-,a,-,-
sate1243,-,-,-,-,m,3,7,a,k,a,N,7,a,-,-
