language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
temb1276,-,m,-,-,-,-,u,-,h,-,-,-,-,a,N,-,-,-
tupi1273,-,p,-,-,-,-,o,-,s,-,-,-,-,a,N,-,-,-
guaj1255,-,m,-,-,-,-,u,-,h,-,-,-,-,a,g,-,-,-
xing1248,-,m,-,-,-,-,o,-,h,-,-,-,-,3,N,-,-,-
kama1373,-,m,-,-,-,-,o,-,-,-,-,-,-,a,N,-,-,-
urub1250,-,p,-,-,-,-,u,-,h,-,-,-,-,a,-,-,-,-
waya1270,-,m,-,-,-,-,o,-,7,-,-,-,-,a,-,-,-,-
avac1239,-,p,-,-,-,-,o,-,s,-,-,-,-,a,N,-,-,-
east2555,-,p,-,-,-,-,o,-,-,-,-,-,-,a,-,-,-,-
para1311,-,p,-,-,-,-,o,-,h,-,-,-,-,a,-,-,-,-
mbya1239,-,p,-,-,-,-,o,-,-,-,-,-,-,a,-,-,-,-
guar1292,-,p,-,-,-,-,o,-,z,-,-,-,-,a,-,-,-,-
nhen1239,-,p,-,-,-,-,u,-,s,-,-,-,-,a,N,-,-,a
kaya1329,-,m,-,-,-,-,u,-,-,-,-,-,-,a,N,-,-,a
amun1246,-,m,-,-,-,-,o,-,h,-,-,-,-,a,N,-,-,-
urue1240,-,m,-,-,-,-,o,-,h,-,-,-,-,a,N,-,-,-
tenh1241,-,m,-,-,-,-,o,-,h,-,-,-,-,a,N,-,-,-
paus1244,-,p,-,-,-,-,u,-,h,-,-,-,-,a,n,a,h,a
emer1243,i,p,-,-,-,-,u,-,-,-,-,-,-,a,-,-,-,-
toca1235,-,p,-,-,-,-,o,-,h,-,-,-,-,a,N,-,-,-
para1312,-,m,-,-,-,-,o,-,7,-,-,-,-,a,g,-,-,-
tapi1254,-,m,-,-,-,-,a,-,h,-,-,-,-,3,g,-,-,-
anam1249,-,p,-,-,-,-,u,-,h,-,-,-,-,3,-,-,-,-
guaj1256,-,p,-,-,-,-,o,-,h,-,-,-,-,a,-,-,-,-
araw1273,-,-,-,-,-,-,u,-,h,-,-,-,-,a,-,-,-,-
coca1259,-,m,-,-,-,-,u,-,c,-,-,-,-,a,n,-,-,a
omag1248,-,m,-,-,-,-,u,-,s,-,-,-,-,a,n,-,-,a
ache1246,-,p,-,-,-,r,o,a,7,-,-,-,-,a,-,-,-,-
yuqu1240,-,b,e,-,-,r,a,-,s,i,a,k,i,a,-,-,-,-
siri1273,-,m,u,C,e,r,o,-,s,-,-,-,-,a,-,-,-,-
sate1243,-,p,-,-,-,-,o,-,h,-,-,-,-,a,N,-,-,-
awet1244,-,p,-,-,-,-,o,-,t,-,-,-,-,a,N,-,-,-
