language,x1,x2,x3,x4,x5,x6,x7,x8
temb1276,-,-,k,u,t,u,k,-
tupi1273,-,-,k,u,t,u,k,-
guaj1255,-,-,k,u,t,u,k,-
xing1248,-,-,k,u,t,u,k,-
kama1373,-,-,k,u,t,u,k,-
urub1250,-,-,k,u,t,u,k,-
waya1270,-,-,p,3,p,3,-,-
avac1239,-,-,k,u,t,u,k,-
east2555,-,-,k,u,t,u,-,-
para1311,-,-,k,u,t,u,-,-
mbya1239,m,o,k,w,-,a,-,-
guar1292,-,-,k,u,t,u,-,-
nhen1239,-,-,k,u,t,u,k,a
kaya1329,-,-,k,u,t,u,k,-
amun1246,-,-,k,u,t,u,g,-
urue1240,-,-,k,u,t,u,-,-
tenh1241,-,-,k,u,t,u,g,-
paus1244,-,-,k,u,t,u,-,-
emer1243,-,-,k,u,c,u,k,-
toca1235,-,-,k,o,t,o,N,-
para1312,-,-,k,o,t,o,g,-
tapi1254,-,-,k,o,t,o,k,-
suru1262,-,-,-,-,p,u,g,-
anam1249,-,-,k,u,t,u,-,-
guaj1256,-,-,k,3,t,u,-,-
araw1273,-,-,-,i,h,u,-,-
coca1259,-,-,k,3,t,3,k,a
xeta1241,-,-,k,o,t,o,-,-
siri1273,-,-,g,u,t,u,-,-
sate1243,-,-,-,-,s,u,k,-
awet1244,-,-,-,-,p,u,k,e
