language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
temb1276,-,k,-,-,w,-,-,a,w,-,-
tupi1273,-,k,u,g,w,-,-,a,b,-,-
guaj1255,u,k,-,-,w,-,-,a,w,-,-
xing1248,-,k,o,-,h,-,-,a,p,-,-
kama1373,-,k,-,-,w,-,-,a,h,a,p
urub1250,-,k,u,-,h,-,-,a,-,-,-
waya1270,-,k,-,-,u,-,-,a,-,-,-
avac1239,-,k,-,-,w,-,-,a,-,-,-
east2555,-,k,-,-,w,a,-,a,-,-,-
para1311,-,k,-,-,w,a,-,a,-,-,-
mbya1239,-,k,-,-,w,a,7,a,-,-,-
guar1292,-,k,-,-,w,-,-,a,-,-,-
nhen1239,-,k,-,-,u,-,-,a,w,-,-
kaya1329,-,k,-,-,w,a,-,a,p,-,-
amun1246,-,k,-,-,w,a,h,a,-,-,-
urue1240,-,k,-,-,w,a,h,a,-,-,-
tenh1241,-,k,-,-,w,a,h,a,-,-,-
paus1244,-,k,-,-,w,-,-,a,-,-,-
emer1243,-,k,u,-,w,-,-,a,-,-,-
toca1235,-,k,-,-,w,a,h,a,m,-,-
para1312,a,k,-,-,w,a,h,a,m,-,-
tapi1254,-,k,-,-,-,a,-,a,m,-,-
anam1249,-,k,u,-,h,-,-,a,-,-,-
guaj1256,a,k,-,-,w,-,-,a,-,-,-
araw1273,-,k,-,-,-,-,-,a,-,-,-
coca1259,i,k,-,-,u,-,-,a,-,-,-
omag1248,i,k,-,-,u,-,-,a,-,-,-
yuqu1240,a,k,-,-,y,-,-,a,t,u,-
siri1273,-,k,-,-,w,-,-,a,-,-,-
sate1243,-,k,-,-,w,-,-,a,p,-,-
awet1244,-,k,-,-,w,-,-,a,p,-,-
