language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
tupa1250,-,-,-,-,-,-,e,r,-,-,a,t,-
wayo1238,-,-,-,-,a,k,a,r,-,-,a,-,-
akun1241,-,-,-,-,a,t,-,S,-,-,o,-,-
saki1248,-,-,-,-,a,t,-,s,-,-,o,-,-
maku1278,-,-,-,-,-,t,-,S,a,t,o,-,-
kuru1309,-,-,-,-,a,-,-,d,-,-,o,r,e
mund1330,-,-,-,-,-,-,-,b,-,-,o,N,-
para1311,g,w,-,-,a,-,-,s,-,-,u,-,-
urub1250,t,-,-,-,i,-,-,h,-,-,a,-,-
pari1258,-,-,-,-,e,-,-,h,a,-,i,-,-
tapi1254,o,w,-,-,e,-,-,t,e,-,o,-,-
awet1244,-,w,-,-,a,-,-,t,-,-,u,-,-
sate1243,-,w,-,-,a,-,-,t,-,-,o,-,-
karo1305,-,T,-,-,u,-,-,-,-,-,u,-,-
puru1264,-,h,-,-,-,-,-,-,-,-,u,-,-
gavi1246,-,p,-,o,o,-,-,-,o,-,o,y,-
zoro1244,-,p,-,o,o,-,-,-,o,-,o,y,-
arua1261,-,p,-,-,o,-,-,-,o,-,o,y,-
sala1273,-,p,-,-,o,-,-,-,o,-,o,y,-
suru1262,-,p,-,-,o,-,-,-,o,-,o,y,-
kari1311,-,-,-,-,-,-,-,t,-,-,3,-,-
juru1256,-,u,r,a,a,-,-,h,-,-,u,-,-
xipa1240,-,u,r,-,a,-,-,h,-,-,u,-,-
