language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
tupa1250,-,-,-,a,-,m,-,-,-,s,i,-,-,-,-
wayo1238,-,-,-,a,-,p,-,-,-,-,i,-,-,a,-
akun1241,-,-,-,a,m,p,-,-,-,-,i,t,-,a,-
saki1248,-,-,o,a,-,p,-,-,-,-,i,s,-,a,-
maku1278,-,-,5,a,-,p,-,-,-,-,i,7,-,-,-
kuru1309,-,-,t,a,y,m,-,-,-,-,i,7,-,-,-
kuru1309,-,-,L,o,-,m,-,-,-,-,i,-,-,-,-
kuru1309,-,-,n,o,-,m,-,-,-,-,i,7,-,-,-
kuru1309,-,-,t,o,-,m,-,-,-,-,i,7,-,-,-
mund1330,-,-,n,a,-,b,-,-,-,-,3,3,-,-,-
mund1330,-,-,t,a,-,b,-,-,-,-,3,3,-,-,-
para1311,-,-,-,-,-,t,-,-,-,-,i,-,-,-,-
urub1250,-,-,i,a,-,p,-,-,-,u,i,-,-,-,-
pari1258,-,-,-,a,-,p,-,-,-,-,3,5,-,-,-
tapi1254,-,-,-,-,-,t,-,-,-,y,i,-,-,-,-
awet1244,-,-,7,a,-,p,-,-,-,-,i,y,-,-,-
sate1243,a,i,7,a,-,p,-,-,-,-,3,-,-,-,-
karo1305,i,-,n,a,-,7,T,3,k,t,o,7,-,-,-
puru1264,-,-,5,-,-,-,-,-,-,-,u,7,-,a,-
gavi1246,a,-,-,a,-,m,-,i,i,i,i,-,-,-,-
zoro1244,a,-,-,a,-,m,-,-,-,-,i,-,-,-,-
arua1261,-,-,-,a,-,m,-,-,-,-,i,-,-,-,-
sala1273,-,-,-,a,-,b,-,-,-,-,i,7,-,a,-
suru1262,a,-,-,a,-,m,-,-,-,-,i,-,-,a,-
kari1311,-,d,Z,o,-,p,-,-,-,-,i,7,-,o,p
juru1256,-,-,-,-,-,-,-,-,-,-,i,7,a,a,-
xipa1240,-,-,y,a,-,m,-,-,-,-,i,k,u,a,-
