language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
tupa1250,-,-,-,-,-,k,-,-,-,-,i,-,-,-,-,e,-,-,-,-
wayo1238,-,-,-,-,-,k,-,-,-,-,i,-,-,-,-,e,-,-,t,-
akun1241,-,-,-,-,-,k,-,-,-,-,3,t,-,-,-,e,-,-,-,-
saki1248,-,-,-,-,-,k,-,-,-,-,i,-,-,-,-,e,-,-,k,a
saki1248,-,-,-,-,-,k,-,-,-,-,i,t,-,s,-,e,-,-,-,-
maku1278,-,-,e,r,e,k,-,-,-,-,3,t,-,-,-,-,-,-,-,-
kuru1309,-,-,-,-,-,d,-,-,-,-,a,-,-,-,-,a,-,-,-,-
mund1330,-,-,-,-,-,p,-,-,-,-,3,-,-,-,-,3,-,-,N,-
para1311,-,-,-,-,-,p,-,-,-,-,e,t,-,e,-,i,-,-,-,-
urub1250,-,-,-,-,-,p,-,-,-,-,e,t,-,e,-,i,-,-,-,-
pari1258,o,y,i,-,-,p,-,-,-,-,e,-,-,e,y,i,-,-,-,-
tapi1254,-,-,-,-,-,-,-,-,-,-,a,t,y,e,p,e,-,-,-,-
awet1244,-,-,-,-,-,m,o,m,o,Z,o,t,-,s,-,u,-,-,-,-
sate1243,-,-,-,-,-,w,-,-,-,-,e,t,-,-,-,u,-,-,p,-
karo1305,-,-,-,-,-,k,-,-,-,-,o,t,-,i,r,e,-,-,m,-
puru1264,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,o,-,-,m,-
gavi1246,-,-,-,-,-,m,o,-,-,-,o,-,-,o,-,o,-,-,y,-
zoro1244,-,-,-,-,-,m,o,-,-,-,o,-,-,o,-,o,-,-,y,-
arua1261,-,-,-,-,-,m,-,-,-,-,o,-,-,o,-,o,-,-,t,-
sala1273,-,-,-,-,-,m,-,-,-,-,o,-,-,o,-,o,-,-,t,-
suru1262,-,-,-,-,-,m,-,-,-,-,a,-,-,a,-,a,-,-,y,-
kari1311,-,-,-,-,-,m,-,-,-,-,i,-,-,-,h,i,n,-,t,-
juru1256,-,-,-,-,-,m,-,-,-,-,e,m,e,e,h,i,n,a,k,u
xipa1240,-,-,-,-,-,m,-,-,-,-,e,m,-,e,h,i,n,a,k,u
