language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
tupa1250,-,-,-,-,o,-,-,-,-,-,-,a,p,-,-,t,S,i,a,-,-,-
wayo1238,-,-,-,b,o,-,-,e,n,d,-,o,p,-,-,-,-,-,-,-,-,-
saki1248,-,-,-,s,o,-,-,-,-,-,-,a,p,-,-,-,s,-,a,m,e,k
maku1278,-,-,-,k,3,-,-,-,-,b,-,a,-,-,-,t,-,o,a,-,-,-
kuru1309,-,-,-,t,a,-,-,-,-,-,-,i,b,-,i,t,-,-,-,-,-,-
mund1330,-,-,-,t,a,-,-,-,-,-,-,y,b,i,i,t,-,-,-,-,-,-
para1311,a,-,i,k,-,-,-,-,-,u,-,a,-,-,-,-,-,-,-,-,-,-
urub1250,-,-,u,k,-,-,-,-,-,w,-,a,-,-,-,-,-,-,-,-,-,-
pari1258,-,-,-,k,-,-,-,-,-,w,-,a,h,-,-,-,-,-,a,-,-,v
tapi1254,a,-,-,k,-,-,-,-,-,w,-,a,m,-,-,-,-,-,-,-,-,-
awet1244,-,-,-,k,-,-,-,-,-,w,-,a,w,-,-,-,-,-,a,-,-,p
sate1243,a,t,i,k,-,-,-,-,-,u,-,a,p,-,-,-,-,-,-,-,-,-
karo1305,-,-,-,T,a,h,m,3,-,y,n,a,-,-,-,n,-,-,-,-,-,-
gavi1246,-,-,-,y,a,-,-,a,-,-,-,a,-,-,-,t,-,-,-,-,-,-
zoro1244,-,-,-,y,-,-,-,-,-,-,-,a,-,-,-,t,-,-,-,-,-,-
arua1261,-,-,-,y,-,-,-,-,-,-,-,a,-,-,-,t,-,-,-,-,-,-
kari1311,-,-,-,s,o,-,-,-,n,d,-,3,p,-,-,-,-,-,-,-,-,-
juru1256,-,-,-,-,u,-,-,-,-,b,-,a,h,-,-,-,-,u,u,-,-,-
xipa1240,-,-,-,-,-,-,-,-,-,b,-,a,h,-,-,-,-,-,u,-,-,-
