language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
tupa1250,-,-,k,-,-,3,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,n,-,-
wayo1238,-,-,k,-,-,3,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,n,-,-
akun1241,u,-,t,-,-,a,t,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,n,-,-
saki1248,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,t,-,-
maku1278,-,-,k,-,-,i,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,n,-,-
kuru1309,-,-,k,-,-,a,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,k,-,-
mund1330,-,-,k,-,-,a,-,b,a,o,o,r,-,-,-,-,-,-,-,-,-,-,i,t,-,-
para1311,-,-,k,-,-,u,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,g,w,e
urub1250,-,-,t,-,-,a,-,t,-,-,-,-,-,-,-,i,m,b,-,-,-,-,u,k,-,-
pari1258,-,-,k,-,-,u,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,v,-,-
awet1244,-,-,t,-,-,a,-,Z,a,-,-,7,-,-,-,i,-,p,-,-,-,-,u,k,-,-
sate1243,-,-,-,-,-,3,-,w,3,-,-,r,-,-,-,-,-,-,-,-,-,-,u,t,-,-
karo1305,-,-,T,-,-,a,-,r,i,-,N,7,-,-,-,a,-,-,-,-,-,-,-,7,-,-
puru1264,-,-,S,-,-,-,-,-,i,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
gavi1246,-,-,b,-,-,a,-,t,-,-,-,k,o,o,o,o,-,p,k,i,i,i,i,t,-,-
zoro1244,-,-,b,-,-,a,-,t,-,-,-,k,-,-,-,o,-,p,k,i,i,i,i,t,-,-
arua1261,-,-,b,-,-,a,-,t,-,-,-,k,-,-,-,o,-,p,-,-,-,-,-,-,-,-
sala1273,-,-,k,a,a,a,-,y,-,-,-,k,-,-,-,o,-,p,-,-,-,-,-,-,-,-
suru1262,i,i,b,-,i,o,-,-,-,-,-,g,-,-,-,a,-,p,-,-,-,-,-,-,-,-
kari1311,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,t,-,-
xipa1240,-,-,p,-,-,u,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,k,-,a
