language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
tupa1250,-,-,-,k,-,-,-,-,e,t,7,-,-,e,-
wayo1238,-,-,-,p,-,-,-,-,a,-,b,-,-,a,-
saki1248,-,i,-,p,-,-,-,-,a,-,g,-,-,a,-
maku1278,b,o,-,k,-,-,-,-,-,-,-,-,-,-,-
maku1278,m,u,-,N,-,-,-,-,a,-,N,-,-,-,-
kuru1309,-,-,-,p,-,3,-,-,-,-,r,-,-,3,k
mund1330,-,-,-,k,-,a,-,-,a,-,r,-,a,a,w
para1311,-,-,-,k,-,-,-,-,a,-,-,-,-,-,-
urub1250,S,i,-,k,-,-,-,-,a,-,-,-,-,-,-
pari1258,-,-,-,k,-,-,-,-,a,-,N,-,-,-,-
tapi1254,m,a,-,k,-,-,-,-,3,-,N,-,-,-,-
awet1244,m,o,-,k,-,-,-,-,a,-,N,-,-,a,-
karo1305,-,a,7,T,-,a,r,-,a,-,N,-,n,a,n
puru1264,-,-,-,k,-,i,r,-,i,-,k,-,-,-,-
gavi1246,-,-,-,k,-,a,-,-,a,-,g,a,a,a,-
zoro1244,-,-,-,k,-,a,-,-,a,-,g,-,-,a,-
arua1261,-,-,-,k,-,a,-,-,a,-,g,-,-,a,-
sala1273,-,-,-,k,-,a,-,-,a,-,g,-,-,a,-
suru1262,-,-,-,k,-,a,-,-,a,-,g,-,-,a,-
kari1311,p,i,-,h,-,-,-,-,-,-,-,-,-,o,p
juru1256,-,-,-,-,h,u,-,-,a,-,k,-,u,u,-
juru1256,-,-,-,t,S,u,r,a,a,-,t,S,u,u,-
xipa1240,-,-,-,k,-,3,r,-,3,-,t,-,-,u,-
