language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
tupa1250,-,-,-,-,-,-,-,k,-,a,-,-,-,-,-,-
wayo1238,-,-,-,-,-,-,-,k,-,a,-,-,-,-,-,-
akun1241,-,a,p,-,-,e,-,k,-,a,-,-,-,-,-,-
saki1248,-,-,-,-,-,-,-,k,-,a,-,-,-,-,-,-
maku1278,-,-,-,-,-,-,-,k,-,a,-,-,-,-,-,7
kuru1309,-,-,L,-,-,e,y,7,-,o,-,-,-,-,-,-
mund1330,-,-,t,-,-,i,-,k,-,o,-,-,-,-,-,n
para1311,h,a,-,-,-,3,-,7,-,u,-,-,-,-,-,-
urub1250,-,-,-,-,-,u,-,7,-,u,-,-,-,-,-,-
pari1258,-,-,-,-,-,3,-,7,-,u,-,-,-,-,-,-
tapi1254,-,-,-,-,-,3,-,h,-,o,-,-,-,-,-,-
awet1244,-,-,-,-,-,3,-,7,-,u,-,-,-,-,-,-
sate1243,-,a,r,e,7,3,-,7,-,u,-,-,-,-,-,-
karo1305,-,-,-,-,-,a,-,h,-,3,-,-,-,-,-,-
karo1305,-,-,-,-,-,-,-,7,-,o,-,-,-,-,-,t
puru1264,-,-,-,-,-,-,-,7,-,o,-,-,-,-,-,-
gavi1246,-,-,T,-,-,i,-,b,-,a,-,-,-,-,-,-
zoro1244,-,-,-,-,-,-,-,b,-,a,-,-,-,-,-,-
arua1261,-,-,T,-,-,i,-,b,-,a,-,-,-,-,-,-
sala1273,-,-,-,-,-,-,-,b,-,a,-,-,-,-,-,-
suru1262,-,-,-,-,-,-,-,g,-,u,u,t,g,u,u,t
juru1256,-,-,-,-,-,a,-,w,i,i,-,-,-,-,-,-
xipa1240,-,-,-,-,-,-,-,w,-,i,-,-,-,-,-,-
