language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
kuii1254,-,-,-,-,-,-,p,-,u,r,-,i,N,-,-,-,-,-
kelo1247,-,-,-,-,-,-,p,-,3,r,u,i,n,-,-,-,-,-
abui1241,-,-,-,-,-,-,p,-,u,-,-,i,n,-,-,-,-,a
adan1251,-,-,-,-,-,-,m,-,a,-,-,y,-,-,-,-,-,-
teiw1235,-,-,-,-,-,-,p,-,u,r,-,a,n,-,-,-,-,-
kaer1234,-,-,-,-,-,-,p,-,u,r,-,a,N,-,-,-,-,-
nede1245,-,-,m,a,l,i,p,l,u,-,-,-,m,-,-,-,-,-
blag1240,-,-,-,-,-,-,p,-,u,r,-,u,N,-,-,-,-,-
lamm1241,t,u,p,-,-,-,p,-,u,-,-,-,N,-,-,-,-,-
wers1238,-,-,-,-,-,-,-,-,u,r,-,i,N,-,-,k,r,a
sawi1256,-,-,-,-,-,-,-,-,i,r,-,u,m,p,a,k,k,a
kama1365,s,u,-,-,-,-,p,-,u,-,-,i,-,-,-,-,-,-
