language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
east2333,-,-,-,-,-,-,-,-,h,-,-,-,a,-,w,-,-
maaa1253,-,-,-,-,-,-,-,-,7,-,i,y,a,-,-,-,-
maaa1253,-,-,-,-,-,-,-,-,7,-,-,-,a,-,3,-,-
bulo1242,-,-,-,p,a,-,i,-,7,-,-,-,a,-,u,-,-
chra1242,-,-,-,-,-,-,-,-,h,-,-,-,E,-,7,-,-
sree1244,T,h,-,t,s,h,i,-,d,-,-,-,o,-,-,-,-
chil1279,-,-,-,-,-,-,-,-,d,-,-,-,o,-,-,-,-
tamp1251,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
nyah1249,-,-,-,-,-,7,-,-,n,-,-,-,e,-,-,-,-
lave1248,-,-,-,-,-,-,-,-,n,-,-,-,e,-,7,-,-
oyyy1238,-,-,-,-,-,-,-,-,n,-,-,-,E,-,-,-,-
tali1257,-,-,-,-,-,-,-,-,n,-,-,-,a,-,-,-,-
alak1253,-,-,-,-,-,-,-,-,n,-,-,-,E,-,-,-,-
cuaa1241,-,-,-,-,-,-,-,-,n,-,-,-,E,-,7,-,-
hala1252,-,-,-,-,-,-,a,-,n,-,-,-,-,-,-,-,-
todr1244,-,-,-,-,-,-,-,-,k,-,-,-,o,-,-,-,-
katu1272,-,-,-,-,-,-,-,-,n,-,-,-,o,-,-,-,-
west2398,-,-,-,-,-,-,-,-,n,-,-,-,e,-,7,-,-
west2398,-,-,-,-,-,-,-,-,n,-,-,-,e,-,-,-,-
west2398,-,-,-,-,-,-,-,-,5,-,-,-,3,-,-,-,-
ngeq1245,-,-,-,-,-,-,-,-,n,-,-,-,E,-,-,-,-
trii1240,-,-,-,-,-,-,-,-,n,-,-,-,a,a,y,-,-
phon1246,-,-,-,-,-,-,-,-,h,-,-,-,a,-,y,-,-
nyah1250,-,-,-,-,-,-,-,-,7,-,-,-,o,-,7,-,-
monn1252,-,-,-,-,-,-,-,-,n,-,-,-,a,-,7,-,-
sema1266,-,-,-,-,-,-,-,-,7,-,a,d,E,-,h,-,-
temi1246,-,-,-,-,-,-,-,-,d,-,-,-,o,-,h,-,-
jahh1242,-,-,-,-,-,-,-,-,d,-,-,-,o,-,h,-,-
kens1248,-,-,-,-,-,-,-,-,7,-,-,-,u,-,n,-,-
jeha1242,-,-,-,-,-,-,-,-,t,-,-,-,3,-,h,-,-
seme1247,-,-,-,-,-,7,-,-,n,-,-,-,o,-,7,-,-
sema1265,-,-,-,-,-,-,-,-,n,-,-,-,o,-,7,-,-
cent1989,-,-,-,-,-,-,-,-,n,-,-,-,3,-,h,-,-
nort2684,-,-,-,-,-,7,-,-,n,-,-,-,i,-,h,-,-
mlab1235,-,-,-,-,-,-,-,-,g,-,-,-,o,-,-,-,-
rucc1239,-,-,-,-,-,-,-,-,n,-,-,-,i,-,-,-,-
mali1278,-,-,-,-,-,-,-,-,n,-,-,-,i,-,-,-,-
aheu1239,-,-,-,h,a,7,-,-,l,-,-,-,i,-,-,-,-
aheu1239,k,h,k,h,3,7,a,-,l,-,-,-,i,-,-,-,-
viet1252,-,-,-,-,-,-,-,-,n,a,a,-,i,-,-,-,-
ruch1235,-,-,-,-,-,-,-,-,7,-,-,-,3,-,-,-,-
ruma1248,-,-,-,-,-,-,-,-,n,-,-,-,i,-,-,-,-
huuu1240,-,-,-,-,-,n,-,-,n,-,-,-,e,-,7,-,-
khan1274,-,-,-,-,-,-,-,-,7,-,-,-,e,-,-,-,-
bitt1240,-,-,-,-,-,-,-,-,7,-,-,-,e,-,-,-,-
puoc1238,-,-,-,-,-,-,-,-,7,-,-,-,i,-,-,-,-
mang1378,-,-,-,-,-,-,-,-,7,-,-,-,a,-,7,i,n
nanc1247,-,-,-,-,-,-,-,-,n,-,-,-,e,-,n,-,-
nanc1247,-,-,-,-,-,-,-,-,-,-,-,-,e,-,n,-,-
carn1240,-,-,-,-,-,-,-,-,N,-,-,-,i,-,h,-,-
khar1287,-,-,-,-,-,h,i,-,n,-,-,-,-,-,-,-,-
juan1238,-,-,-,-,-,-,-,-,n,-,-,-,i,-,-,-,-
sant1410,-,-,-,-,-,-,-,-,n,-,u,-,i,-,-,-,-
mund1320,-,-,-,-,-,-,-,-,n,-,-,-,i,i,7,-,-
sora1254,-,-,-,-,-,k,a,-,n,-,-,-,-,-,-,-,-
pare1266,-,-,-,-,-,-,i,-,n,d,d,-,i,-,-,-,-
bond1245,-,-,-,-,-,k,o,7,n,-,-,-,-,-,-,-,-
khas1269,-,-,-,-,-,-,-,-,n,-,-,-,e,-,-,-,-
buga1247,-,-,-,-,-,-,-,-,n,-,-,-,i,-,-,-,-
