language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
east2333,n,-,-,-,-,-,-,-,t,r,i,-,-,-,-,-,e,-,-,N,-,-
maaa1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,i
maaa1253,n,-,d,n,-,-,-,-,d,-,-,-,-,-,-,-,3,r,-,N,-,i
bulo1242,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,i,-,-,r,-,-
chra1242,-,-,-,-,-,-,-,-,l,-,a,-,-,b,-,-,a,-,-,w,-,-
sree1244,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,3,-,-,N,-,i
chil1279,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,3,-,-,N,-,i
tamp1251,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,o,-,-,N,-,-
nyah1249,k,-,-,-,-,-,-,-,l,-,E,-,-,p,-,-,u,-,-,k,-,-
lave1248,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,u,-,-,k,-,-
tali1257,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,3,-,-,N,-,-
alak1253,k,-,-,-,-,-,-,-,-,-,-,-,-,h,k,h,a,-,-,y,-,-
cuaa1241,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,a,t,E,k,-,-
hala1252,-,-,-,-,-,-,-,-,b,-,3,d,r,i,-,-,a,-,-,N,-,-
todr1244,-,-,-,-,-,-,-,-,n,-,3,-,-,m,-,-,a,-,-,7,-,-
katu1272,n,-,-,-,-,-,-,-,s,-,i,-,-,-,-,-,e,-,-,N,-,-
west2398,-,-,-,-,-,-,-,-,s,-,i,-,-,-,-,-,a,-,-,N,-,-
ngeq1245,n,-,-,-,-,-,-,-,s,-,i,-,-,-,-,-,e,-,-,N,-,-
sooo1254,n,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,E,-,-,N,-,-
trii1240,n,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,E,-,-,N,-,-
paco1243,n,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,E,-,-,N,-,-
phon1246,-,-,-,-,-,-,-,-,s,-,-,-,-,k,-,-,a,-,-,l,-,-
nyah1250,k,-,-,3,-,-,-,-,l,-,-,-,-,-,-,-,i,-,-,5,-,-
monn1252,t,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,e,-,-,N,-,-
monn1252,k,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,e,-,-,N,-,-
sema1266,-,-,-,-,-,-,-,-,l,-,-,-,-,7,-,-,u,-,-,s,-,-
temi1246,-,-,-,-,-,-,-,-,l,-,E,n,-,7,-,-,o,-,-,s,-,-
jahh1242,-,-,-,-,-,-,-,-,g,-,3,n,a,m,-,-,o,-,-,k,-,-
kens1248,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,o,T,-,t,-,s
jeha1242,-,-,-,-,-,-,-,-,g,-,3,-,-,m,-,-,u,-,-,7,-,-
seme1247,-,-,-,-,-,-,-,-,b,-,3,-,-,T,-,-,u,-,-,7,-,-
sema1265,-,-,-,-,-,-,-,-,b,-,3,-,-,T,-,-,u,-,-,7,-,-
cent1989,k,h,k,h,-,-,-,-,l,-,-,-,-,-,-,-,o,-,-,5,-,-
nort2684,k,h,k,h,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,5,-,-
mlab1235,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,3,-,-,y,-,-
rucc1239,k,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,u,-,-,N,-,-
mali1278,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
aheu1239,7,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,u,-,-,-,-,-
viet1252,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-
ruch1235,-,-,-,-,-,-,-,-,p,r,i,-,-,-,-,-,a,-,-,N,-,-
ruma1248,-,-,-,-,-,-,-,-,p,-,i,-,-,-,-,-,o,-,-,N,-,-
huuu1240,m,-,-,a,n,-,-,-,p,-,-,-,-,-,-,-,a,-,-,n,-,-
khan1274,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,y,-,-
bitt1240,m,-,-,a,n,-,-,-,p,-,-,-,-,-,-,-,a,-,-,n,-,-
mang1378,-,-,-,-,-,-,-,-,p,-,u,-,-,-,-,-,a,-,-,N,-,-
nanc1247,-,-,-,-,-,-,-,-,y,-,a,-,-,-,-,-,a,-,-,-,-,-
khar1287,l,-,-,a,-,-,-,-,k,-,-,-,-,-,-,-,a,-,-,r,-,-
juan1238,b,-,-,o,-,-,-,-,s,-,-,-,-,-,-,-,o,-,-,-,-,-
sant1410,-,-,-,i,-,-,-,-,t,-,-,-,-,-,-,-,i,-,-,l,-,-
mund1320,-,-,-,i,-,-,-,-,t,-,-,-,-,-,-,-,i,-,-,l,-,-
kork1243,-,-,-,T,-,-,-,-,t,-,s,-,-,-,-,-,a,-,-,r,b,i
sora1254,-,-,-,-,-,-,-,-,k,-,a,-,-,-,-,-,a,-,-,r,-,i
bond1245,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,i,-,-,r,-,i
khas1269,k,-,-,a,k,h,k,h,l,-,e,-,-,-,-,-,i,-,-,5,-,-
buga1247,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,i,-,-,-,-,-
reng1252,-,-,-,-,-,-,-,-,r,-,3,-,-,m,-,-,a,-,-,7,-,-
