language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
viet1252,-,-,m,-,-,-,-,-,-,-,-,o,o,n,-,g,-,-,-
mang1378,-,-,7,-,-,-,-,-,-,-,-,i,3,-,-,-,-,-,-
east2333,-,-,-,-,-,-,-,-,-,n,-,i,e,-,-,h,-,-,-
maaa1253,-,-,-,-,-,-,-,-,-,5,-,-,E,-,-,h,-,-,-
maaa1253,-,-,-,-,-,-,-,-,-,5,-,-,E,-,-,h,-,-,-
bulo1242,-,-,k,-,-,-,3,-,-,n,-,i,e,-,-,h,-,-,-
chra1242,-,-,k,-,-,-,3,-,-,n,h,y,e,-,i,h,-,-,-
tamp1251,-,-,h,-,-,-,-,-,-,5,-,-,a,-,-,h,-,-,-
nyah1249,-,-,-,-,-,-,-,-,-,N,-,i,a,-,-,h,-,-,-
lave1248,-,-,k,-,-,-,3,-,-,n,-,i,a,-,-,h,-,-,-
oyyy1238,-,-,k,-,-,-,3,r,-,n,-,i,a,d,Z,h,-,-,-
tali1257,-,-,k,-,-,-,-,-,-,r,-,i,a,-,-,s,-,-,-
alak1253,-,-,k,-,-,-,3,r,-,n,-,-,E,-,-,h,-,-,-
hala1252,-,-,k,-,-,-,3,7,-,n,-,i,e,-,-,h,-,-,-
todr1244,-,-,k,-,-,-,3,-,-,n,-,-,e,-,-,h,-,-,-
cuaa1241,-,-,k,-,-,-,a,-,-,n,-,i,3,-,-,n,-,-,-
west2398,-,-,k,-,-,-,a,-,-,r,-,i,a,-,-,s,-,-,-
ngeq1245,-,-,k,-,-,-,e,-,-,n,-,i,a,d,Z,h,-,-,-
sooo1254,-,-,T,t,s,-,i,-,-,r,-,-,E,-,-,h,-,-,-
phon1246,-,-,k,-,-,-,-,-,-,-,-,i,-,-,-,r,-,-,-
nyah1250,N,-,h,-,-,-,-,-,-,N,l,i,3,-,-,m,-,-,-
monn1252,-,-,s,-,-,-,a,-,-,n,-,e,-,-,-,m,-,-,-
sema1266,-,-,T,t,s,-,3,n,-,r,-,-,o,-,-,s,-,-,-
temi1246,-,-,T,t,s,-,E,n,-,r,-,-,o,-,-,s,-,-,-
jahh1242,-,-,T,t,s,r,w,-,-,r,-,w,e,-,-,s,-,-,-
kens1248,-,-,k,-,-,-,a,-,-,l,-,k,o,-,-,7,-,-,-
jeha1242,-,-,k,-,-,-,a,-,-,t,-,o,o,-,-,N,-,-,-
seme1247,-,-,T,t,s,-,3,-,-,r,-,-,o,-,-,s,-,-,-
sema1265,-,-,-,t,-,-,3,-,-,r,-,k,o,-,-,7,-,-,-
cent1989,-,-,k,-,-,r,3,-,-,T,-,a,o,-,-,k,-,-,-
nort2684,-,-,k,-,-,-,-,-,-,T,-,a,a,-,-,7,-,-,-
aheu1239,-,-,k,-,-,-,-,-,-,-,-,-,a,-,-,7,s,a,m
aheu1239,l,3,k,-,-,-,-,-,-,l,-,-,a,-,-,y,-,-,-
mlab1235,-,-,k,-,-,-,u,-,-,r,-,w,E,-,-,t,-,-,-
ruch1235,-,-,r,-,-,-,-,h,-,r,h,-,i,-,-,m,-,-,-
ruma1248,-,-,k,-,-,-,-,h,-,k,h,-,i,-,-,m,-,-,-
huuu1240,-,-,n,-,-,-,-,-,-,-,-,-,i,-,-,m,-,-,-
khan1274,-,-,k,-,-,-,o,p,-,-,-,-,o,-,-,l,-,-,-
bitt1240,-,-,t,-,-,-,a,m,-,-,s,-,o,-,-,N,-,-,-
bitt1240,-,-,t,-,-,-,a,m,-,-,s,-,o,-,-,N,-,-,-
puoc1238,-,-,-,-,-,-,-,m,o,N,s,u,3,-,-,N,-,-,-
puoc1238,-,-,-,-,-,-,-,m,o,N,s,u,3,-,-,N,-,-,-
carn1240,-,-,k,-,-,-,i,-,-,n,s,-,o,-,-,h,-,-,-
khas1269,-,-,t,-,-,-,i,-,-,r,s,-,i,-,-,m,-,-,-
khar1287,-,-,r,-,-,-,a,-,-,m,-,-,a,d,-,d,-,-,-
juan1238,-,-,n,-,-,-,o,-,-,k,-,-,o,-,-,-,-,-,-
sant1410,-,-,r,-,-,-,a,-,-,m,-,-,a,-,-,-,-,-,-
mund1320,-,-,r,-,-,-,a,-,-,m,-,-,a,-,-,-,-,-,-
sora1254,-,-,k,-,-,-,-,-,-,-,-,-,a,-,-,r,-,-,-
pare1266,-,-,r,-,-,-,u,-,-,-,-,-,a,-,-,y,-,-,-
bond1245,-,-,k,-,-,r,i,-,-,m,-,-,e,-,-,i,-,-,-
buga1247,-,-,m,-,-,-,i,-,-,t,-,i,e,-,-,-,-,-,-
somr1240,-,-,k,-,-,-,-,-,-,-,-,-,a,t,-,r,-,-,-
