language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
east2333,-,-,-,-,-,-,-,-,d,-,-,Z,-,u,-,-,-,a,-,-,-,-,-,-,-
maaa1253,-,-,-,-,-,-,-,-,d,-,-,Z,-,-,-,-,-,o,-,-,-,N,-,-,-
maaa1253,-,-,-,-,-,-,-,-,d,-,-,Z,-,-,-,-,-,o,-,-,-,N,-,-,-
bulo1242,-,-,-,-,-,-,-,-,d,-,-,Z,-,-,-,-,-,o,-,-,-,N,-,-,-
chra1242,-,-,-,-,-,-,-,-,d,-,-,Z,-,-,-,-,-,o,-,-,-,N,-,-,-
sree1244,-,-,-,-,-,-,-,-,d,-,-,Z,-,-,-,-,-,o,-,-,-,N,-,-,-
chil1279,-,-,-,-,-,-,-,-,d,-,-,Z,-,-,-,-,-,o,-,-,-,N,-,-,-
tamp1251,-,-,-,-,7,-,-,-,l,-,-,-,-,-,-,-,-,3,-,-,-,N,-,-,-
nyah1249,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,o,-,-,-,h,-,-,-
lave1248,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,o,-,-,-,h,-,-,-
oyyy1238,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,a,w,-,-,h,-,a,u
tali1257,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,3,-,-,-,s,-,-,-
alak1253,-,-,-,-,-,-,-,-,T,-,t,s,-,3,r,h,w,o,-,-,-,N,-,-,-
cuaa1241,-,-,-,-,-,-,-,-,d,-,-,Z,-,-,-,-,-,3,-,-,-,t,-,-,-
todr1244,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,o,d,-,-,n,-,-,-
katu1272,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,a,-,-,-,l,-,-,-
west2398,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,u,-,-,-,N,-,-,-
ngeq1245,-,-,-,-,T,-,-,-,t,-,-,s,-,-,-,-,-,u,-,-,-,N,-,-,-
sooo1254,-,-,-,-,k,-,-,u,t,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
trii1240,-,-,-,-,k,-,-,a,t,-,-,-,-,-,-,-,-,i,-,-,-,7,-,-,-
paco1243,-,-,-,-,-,-,-,-,t,-,-,o,-,-,-,-,-,y,-,-,-,7,-,-,-
phon1246,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,o,-,-,-,N,-,-,-
nyah1250,-,-,-,-,k,h,k,h,l,-,-,-,-,-,-,-,-,i,-,-,-,5,-,-,-
monn1252,-,-,-,-,g,-,-,-,l,-,-,-,-,-,-,-,-,i,-,-,-,N,-,-,-
sema1266,-,-,-,-,-,-,-,-,d,-,-,Z,-,-,r,-,-,e,-,-,-,7,-,-,-
temi1246,-,-,-,-,-,-,-,-,d,-,-,Z,-,3,r,-,-,o,-,-,-,7,-,-,-
jahh1242,-,-,-,-,T,-,-,-,t,-,-,s,-,-,r,-,-,3,-,-,-,N,-,-,-
kens1248,b,3,t,u,T,-,-,-,t,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-
jeha1242,b,3,t,e,T,-,-,-,t,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-
seme1247,-,-,-,-,-,-,-,-,d,-,-,Z,-,3,l,-,-,3,-,-,-,N,-,-,-
sema1265,-,-,-,-,-,-,-,-,d,-,-,Z,-,-,l,-,-,a,-,-,-,N,-,-,-
cent1989,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,e,-,-,-,N,-,-,-
nort2684,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,e,-,-,-,5,-,-,-
mlab1235,-,-,-,-,-,-,-,-,t,h,t,h,-,-,-,-,-,a,-,-,-,l,-,-,-
rucc1239,-,-,-,-,-,-,-,-,7,-,-,y,-,-,-,-,-,3,a,-,-,l,-,-,-
mali1278,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,a,-,-,3,-,-,-
aheu1239,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,o,-,-,-,n,-,-,-
aheu1239,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,o,-,-,-,n,-,-,-
viet1252,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,a,a,-,-,i,-,-,-
ruch1235,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,o,-,-,-,N,-,-,-
ruma1248,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,o,-,-,-,N,-,-,-
huuu1240,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-
khan1274,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,3,-,-,-,N,-,-,-
bitt1240,-,-,-,-,-,-,-,-,y,-,-,-,-,i,-,-,-,a,-,-,-,u,-,-,-
puoc1238,-,-,-,-,7,-,-,3,l,-,-,-,-,-,-,-,-,o,-,-,-,N,-,-,-
mang1378,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,i,-,-,-,N,-,-,-
nanc1247,-,-,-,-,-,-,-,-,T,-,t,s,-,-,-,-,-,a,l,i,i,N,-,-,-
carn1240,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,o,-,-,-,t,-,a,-
khar1287,-,-,-,-,Z,h,-,-,d,-,-,Z,h,e,l,-,-,o,-,-,-,b,-,-,-
juan1238,-,-,-,-,-,-,-,-,d,-,-,Z,-,i,l,-,-,o,d,-,-,d,-,-,-
sant1410,-,-,-,-,-,-,-,-,d,-,-,Z,-,e,l,-,-,e,-,-,-,5,-,-,-
mund1320,-,-,-,-,-,-,-,-,d,-,-,Z,-,i,l,-,-,i,-,-,-,N,-,-,-
kork1243,-,-,-,-,-,-,-,-,g,-,h,g,h,i,l,-,-,i,-,-,-,N,-,-,-
sora1254,-,-,-,-,-,-,-,-,d,-,-,-,-,-,Z,-,-,a,-,-,-,l,-,e,e
pare1266,-,-,-,-,-,-,-,-,d,-,-,-,-,-,d,-,-,o,-,-,-,N,k,a,-
bond1245,-,-,-,-,-,-,-,-,s,-,-,-,-,i,l,-,-,e,-,-,-,N,-,-,-
khas1269,-,-,-,-,-,-,-,-,d,-,-,Z,-,e,r,-,-,o,-,-,-,N,-,-,-
buga1247,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,o,-,-,-,-,-,-,-
