language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
mali1278,-,-,a,-,b,-,-,-,E,5,-,-,-
mali1278,-,-,-,-,m,-,-,-,a,t,-,-,-
khap1242,-,-,-,-,z,-,-,-,o,k,-,-,-
bola1249,-,-,-,-,y,-,-,-,o,k,-,-,-
aheu1239,-,-,-,-,7,-,-,-,a,k,E,N,7
aheu1239,-,-,-,-,p,-,-,-,o,k,-,-,-
aheu1239,-,-,-,-,p,-,o,-,o,k,-,-,-
aheu1239,-,-,-,-,p,-,o,-,o,k,-,-,-
rucc1239,-,-,7,-,y,-,-,-,a,k,-,-,-
mayy1239,-,-,-,-,T,-,-,-,a,k,-,-,-
toum1239,-,-,-,-,p,-,i,y,a,k,-,-,-
lyha1238,-,-,-,-,p,-,3,-,a,k,-,-,-
phon1243,-,-,-,-,p,-,i,y,a,k,-,-,-
cuoi1242,-,-,-,-,s,-,-,-,a,t,-,-,-
cuoi1242,-,-,t,-,h,-,-,-,a,t,-,-,-
muon1246,-,-,-,-,t,l,o,-,o,i,-,-,-
muon1246,-,-,-,-,k,l,-,-,o,y,-,-,-
muon1246,-,-,-,-,k,l,-,-,o,y,-,-,-
nguo1239,-,-,-,-,7,l,-,-,o,y,-,-,-
nguo1239,-,-,-,-,t,-,-,-,o,y,-,-,-
viet1252,-,-,-,-,t,r,o,-,o,i,-,-,-
arem1240,n,d,Z,d,Z,-,-,-,o,t,-,-,-
khmu1256,-,-,-,-,t,-,-,-,u,k,-,-,-
jeha1242,-,-,-,-,-,-,-,-,-,k,3,l,-
