language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
male1282,a,m,-,-,-,o,i,-,-,-,-,-,-,-
male1282,a,m,-,-,-,-,i,-,-,-,-,-,-,-
aheu1239,-,m,-,-,-,-,u,-,-,-,-,-,-,-
aheu1239,t,h,3,-,w,-,-,-,-,-,-,-,-,-
aheu1239,-,m,-,-,-,-,i,-,-,-,-,-,-,-
aheu1239,t,h,o,-,w,o,u,-,-,-,-,-,-,-
arem1240,-,m,u,i,u,-,i,-,-,-,-,-,-,-
muon1246,-,d,-,-,-,-,a,-,-,-,-,-,-,-
nguo1239,-,z,-,-,-,-,a,-,-,-,-,-,-,w
nguo1239,-,y,-,-,-,-,3,-,-,-,-,-,-,w
thoo1240,-,m,-,-,-,-,i,-,-,-,-,-,-,-
thoo1240,-,m,-,-,-,-,3,-,-,-,-,-,-,y
viet1252,-,m,-,-,-,a,i,-,-,-,-,-,-,-
khmu1256,-,m,-,-,-,e,i,o,u,7,y,o,u,7
jeha1242,-,m,-,-,-,-,i,-,-,-,-,-,-,7
