language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
mali1278,-,-,-,-,-,-,k,h,-,r,-,o,-,-,-,N,-
mali1278,-,-,-,-,-,-,k,h,a,l,-,o,-,-,-,N,-
khap1242,-,-,-,-,-,-,k,-,a,r,-,o,-,-,-,N,-
khap1242,-,-,-,-,-,-,k,-,a,r,-,o,-,-,-,N,-
bola1249,-,-,-,-,-,-,k,-,a,r,-,3,-,a,-,N,-
aheu1239,-,-,-,-,-,-,t,h,-,-,-,E,-,-,-,h,-
aheu1239,-,-,-,-,-,-,t,h,E,-,-,E,-,-,-,h,-
aheu1239,7,a,t,a,a,k,t,h,E,-,-,E,-,-,-,h,-
sach1240,-,-,t,-,3,-,k,-,-,-,-,a,-,-,-,T,-
rucc1239,-,-,t,-,3,-,k,-,a,-,-,a,-,-,-,T,-
mayy1239,-,-,-,-,-,-,k,-,a,r,-,a,-,-,-,N,-
male1282,-,-,-,-,-,-,k,-,a,r,-,a,-,-,-,N,-
male1282,-,-,-,-,-,-,k,-,a,Z,3,a,-,-,-,N,-
toum1239,-,-,-,-,-,-,k,h,-,l,-,E,-,-,-,-,-
lyha1238,-,-,-,-,-,-,k,h,-,l,-,E,-,-,-,-,-
lyha1238,-,-,-,-,-,-,k,h,-,l,-,E,-,-,-,-,-
phon1243,-,-,-,-,-,-,p,h,-,l,-,E,-,-,-,-,-
cuoi1242,-,-,-,-,-,-,x,-,-,-,-,o,-,-,-,t,-
thoo1240,-,-,-,-,-,-,x,-,-,-,-,a,-,-,-,t,-
viet1250,-,-,t,-,-,-,k,-,-,-,-,a,-,-,-,T,-
muon1246,-,-,-,-,-,-,T,-,-,-,-,a,i,a,i,T,h
muon1246,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,T,-
muon1246,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,T,-
nguo1239,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,T,-
viet1252,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,k,-
arem1240,-,-,t,-,a,-,k,-,a,y,-,a,-,-,i,T,-
khmu1256,-,-,-,-,-,-,s,-,-,r,-,e,-,-,-,h,-
jeha1242,-,-,-,-,-,-,p,-,a,n,t,E,-,-,-,y,-
