language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
mali1278,s,-,a,-,d,-,-,u,-,-,h,-
mali1278,s,-,a,-,d,-,-,o,-,-,h,-
khap1242,s,-,a,-,d,-,-,u,-,-,-,-
khap1242,s,-,a,-,d,-,-,u,-,-,-,-
aheu1239,T,-,-,u,N,-,-,-,-,-,-,-
aheu1239,T,-,-,u,N,-,-,-,-,-,-,-
aheu1239,T,-,u,u,N,-,-,-,-,-,-,-
aheu1239,T,-,u,u,N,-,-,-,-,-,-,-
sach1240,-,-,-,-,N,-,-,o,o,i,i,-
rucc1239,-,-,-,-,N,-,u,u,-,-,y,-
mayy1239,-,-,-,-,N,-,-,o,-,-,i,-
male1282,t,a,a,-,d,-,-,u,-,-,h,u
male1282,t,-,a,-,d,-,u,u,-,-,h,-
toum1239,-,-,-,-,N,-,-,u,-,-,y,-
lyha1238,-,-,-,-,N,-,-,o,-,-,y,-
cuoi1242,-,-,-,-,N,-,-,o,-,-,y,-
cuoi1242,-,-,-,-,N,-,-,o,-,-,y,-
thoo1240,-,-,-,-,N,-,-,o,-,-,y,-
thoo1240,-,-,-,-,N,-,-,o,-,-,y,-
viet1250,-,-,-,-,N,-,-,u,-,-,y,-
muon1246,-,-,-,-,n,g,o,o,-,-,i,-
muon1246,-,-,-,-,N,-,-,o,-,-,y,-
muon1246,-,-,-,-,N,-,-,o,-,-,y,-
muon1246,-,-,-,-,N,-,-,o,-,-,y,-
nguo1239,-,-,-,-,t,-,-,o,-,-,h,o
nguo1239,-,-,-,-,N,-,-,o,-,-,y,-
viet1252,-,-,-,-,N,-,-,o,-,-,i,-
arem1240,-,-,-,-,N,-,-,o,o,i,i,-
khmu1256,d,-,-,e,n,-,-,-,-,-,-,-
jeha1242,-,-,-,-,N,-,-,o,-,-,k,-
