language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
mali1278,-,-,-,-,-,-,k,-,-,-,-,-,i,l
mali1278,-,-,-,-,-,-,k,-,-,-,-,-,i,l
khap1242,-,-,-,-,-,-,k,-,-,-,-,-,u,l
khap1242,-,-,-,-,-,-,k,-,-,-,-,-,u,l
bola1249,-,-,-,-,-,-,T,-,i,r,-,-,3,N
aheu1239,-,-,-,-,-,-,s,-,i,l,3,-,o,N
aheu1239,-,-,-,-,-,t,h,-,-,-,-,-,a,N
aheu1239,-,l,-,a,m,t,h,-,-,-,-,-,o,N
aheu1239,-,l,a,a,m,t,h,-,-,-,o,-,o,N
sach1240,-,-,-,-,-,-,k,-,-,-,3,-,-,y
rucc1239,-,-,-,-,-,-,k,-,-,-,3,-,o,y
mayy1239,-,-,-,-,-,-,k,-,-,-,o,i,o,i
male1282,-,-,-,-,-,-,k,-,-,-,-,-,o,i
male1282,-,-,-,-,-,-,k,-,-,-,o,i,o,i
toum1239,-,-,-,-,-,-,k,-,-,-,-,-,o,l
lyha1238,-,-,-,-,-,-,k,-,-,-,-,-,3,n
lyha1238,-,-,-,-,-,-,k,-,-,-,-,-,o,n
phon1243,-,-,-,-,-,-,k,-,-,-,-,-,a,w
cuoi1242,-,-,-,-,-,-,k,-,-,-,-,-,o,l
cuoi1242,-,-,-,-,-,-,x,-,-,-,-,-,o,n
thoo1240,-,-,-,-,-,-,k,-,-,-,-,-,o,l
viet1250,-,-,-,-,-,-,g,-,-,-,-,-,3,l
muon1246,-,-,-,-,-,-,T,-,-,-,a,-,a,l
muon1246,-,-,-,-,-,-,k,-,-,-,-,-,3,n
muon1246,-,-,-,-,-,-,k,-,-,-,-,-,3,l
muon1246,-,-,-,-,-,-,k,-,-,-,a,-,3,-
nguo1239,-,-,-,-,-,-,k,-,-,-,-,-,3,n
viet1252,-,-,-,-,-,-,T,-,-,-,a,a,i,-
arem1240,-,-,-,-,-,-,t,S,i,r,o,-,o,N
khmu1256,-,-,-,-,-,s,7,-,-,-,-,-,o,N
jeha1242,T,h,-,-,-,T,h,-,-,-,-,-,u,7
