language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
male1282,-,7,-,-,-,-,o,-,-,-,-
male1282,-,7,-,-,o,-,o,-,-,-,-
bola1249,-,7,-,-,-,-,o,-,-,-,-
aheu1239,-,7,a,T,-,-,i,-,-,m,7
aheu1239,-,-,-,T,-,-,i,-,-,m,-
aheu1239,-,7,a,T,o,o,y,-,-,-,-
aheu1239,-,7,a,T,o,o,y,-,-,-,-
arem1240,i,t,-,S,-,-,i,-,-,m,-
muon1246,-,-,-,T,-,h,i,-,-,m,-
muon1246,-,-,-,T,-,-,i,-,-,m,-
muon1246,-,-,-,T,-,-,i,-,-,m,-
muon1246,-,-,-,T,-,-,i,-,-,m,-
nguo1239,-,-,-,T,-,-,3,-,-,m,-
nguo1239,-,-,-,s,-,-,3,-,-,m,-
thoo1240,-,-,-,T,-,-,i,-,-,m,-
thoo1240,-,-,-,T,-,-,i,-,-,m,-
viet1252,-,-,-,T,-,-,i,-,-,m,-
khmu1256,-,-,-,s,-,-,i,-,-,m,-
jeha1242,-,-,-,k,-,-,a,w,a,w,-
