language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
mali1278,-,-,t,-,-,-,-,-,-,-,u,-,y
khap1242,-,-,t,-,-,-,-,-,-,-,o,-,y
khap1242,-,-,t,-,-,-,-,-,-,-,o,-,i
bola1249,-,-,t,o,-,-,-,-,-,-,o,-,y
aheu1239,-,-,t,-,-,-,-,-,-,-,o,-,y
aheu1239,-,-,t,-,-,-,-,-,-,-,3,-,y
aheu1239,-,-,t,3,-,-,-,-,-,-,3,-,y
sach1240,-,-,t,u,w,e,-,-,-,-,-,-,y
rucc1239,-,-,t,u,-,o,-,-,-,-,o,-,y
mayy1239,-,-,t,-,-,-,-,-,-,-,o,-,i
male1282,-,-,t,u,-,w,-,-,-,-,o,-,i
male1282,-,-,t,u,-,o,-,-,-,-,o,i,i
toum1239,-,-,t,-,-,-,-,-,-,-,o,-,y
lyha1238,-,-,t,o,-,o,y,t,o,-,o,-,y
lyha1238,-,-,t,-,-,-,-,-,-,-,o,-,y
phon1243,-,-,t,-,-,-,-,-,-,-,o,-,y
cuoi1242,-,-,t,-,-,-,-,-,-,-,o,-,y
cuoi1242,-,-,t,-,-,-,-,-,-,-,o,a,y
thoo1240,-,-,t,-,-,-,-,-,-,-,o,-,y
viet1250,-,-,d,-,-,-,-,-,-,-,o,-,y
muon1246,-,-,t,u,-,o,-,-,-,-,o,-,i
muon1246,-,-,d,u,-,w,-,-,-,-,o,-,y
muon1246,-,-,t,u,-,w,-,-,-,-,o,-,y
muon1246,-,-,t,u,-,w,-,-,-,-,o,-,y
nguo1239,-,-,7,u,-,w,-,-,-,-,o,-,y
nguo1239,-,-,t,u,-,-,-,-,-,-,-,-,y
arem1240,-,-,t,u,-,u,-,-,o,i,o,-,i
khmu1256,h,n,t,-,-,-,-,-,-,-,a,-,7
jeha1242,h,a,t,-,-,-,-,-,-,-,i,-,7
