language,x1,x2,x3,x4,x5,x6,x7,x8,x9
jehh1245,T,h,-,i,-,w,-,-,-
hala1252,-,t,-,u,-,l,-,-,-
hala1252,-,h,w,E,-,t,-,-,-
reng1252,b,r,-,o,-,k,-,-,-
bahn1262,-,y,-,a,-,k,-,-,-
bahn1262,-,y,-,a,-,k,-,-,-
seda1262,p,r,-,o,-,k,-,-,-
roma1331,p,r,-,u,-,k,-,-,-
cuaa1241,-,r,-,u,a,y,-,-,-
cuaa1241,-,h,-,o,-,y,-,-,-
alak1253,-,t,-,a,-,N,-,-,-
tali1257,-,T,-,i,-,w,-,-,-
lave1248,-,d,-,3,-,k,-,-,-
nyah1249,-,d,r,a,-,k,-,-,-
sapu1248,-,d,-,o,-,k,-,-,-
jeng1241,-,d,-,o,-,k,T,i,N
lave1249,-,d,-,o,-,k,-,-,-
chra1242,-,s,-,a,-,7,-,-,-
bulo1242,-,h,-,a,-,n,-,-,-
cent1992,-,h,-,a,-,n,-,-,-
cent1992,-,h,-,o,-,n,-,-,-
cent1992,-,h,-,a,-,n,-,-,-
koho1244,-,l,-,o,-,t,-,-,-
east2333,-,l,-,o,-,t,-,-,-
tamp1251,-,T,-,a,-,k,-,-,-
