language,x1,x2,x3,x4,x5,x6,x7,x8
kumy1244,-,-,-,i,y,-,-,-
noga1249,-,-,-,i,y,-,-,-
kara1464,-,-,-,i,v,-,-,-
kara1465,-,-,-,i,y,-,-,-
kara1467,-,-,-,i,y,-,-,-
kaza1248,-,-,-,i,y,-,-,-
kirg1245,-,-,-,i,y,-,-,-
uigh1240,-,-,-,e,y,-,-,-
bash1264,-,-,-,-,y,o,r,t
bash1264,-,-,-,o,y,-,-,-
nort2686,t,-,-,u,r,a,-,-
nort2686,-,-,-,-,-,e,-,m
sout2694,t,-,-,u,r,a,-,-
crim1257,-,-,-,e,v,-,-,-
gaga1249,-,-,-,e,v,-,-,-
nort2697,-,-,-,e,v,-,-,-
khak1248,t,u,r,a,-,-,-,-
shor1247,-,-,-,e,m,-,-,-
sala1264,-,-,-,e,y,-,-,-
west2402,-,-,-,-,y,i,-,-
turk1303,-,-,h,E,v,-,-,-
chuv1255,S,-,-,u,r,t,-,-
