language,x1,x2,x3,x4,x5,x6
kumy1244,-,e,l,t,i,r
noga1249,-,e,l,t,i,r
kara1464,-,e,l,d,i,r
kara1465,-,e,l,t,i,r
kara1467,-,e,l,t,i,r
kaza1248,-,e,l,t,i,r
kirg1245,-,e,l,t,i,r
uigh1240,-,e,l,t,i,r
bash1264,-,i,l,t,e,r
nort2686,-,e,l,t,e,r
sout2694,-,e,l,t,i,r
crim1257,-,e,l,d,i,r
gaga1249,-,e,l,d,i,r
nort2697,-,e,l,d,i,r
turk1304,-,e,l,d,i,r
khak1248,-,e,d,-,i,r
shor1247,-,e,d,-,i,r
sala1264,-,e,l,t,e,r
west2402,y,u,l,-,u,r
turk1303,h,i,l,-,E,r
tuvi1240,-,e,l,-,i,r
dolg1241,-,e,l,-,e,r
yaku1245,-,e,l,-,e,r
chuv1255,v,e,l,-,e,r
