language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
kumy1244,-,-,e,-,-,-,-,z,g,e,-
kumy1244,-,b,a,-,-,-,-,S,x,a,-
noga1249,-,b,a,-,-,-,-,s,q,a,-
kara1464,-,b,a,-,-,-,-,s,k,a,-
kara1465,-,b,a,-,-,-,-,S,X,a,-
kara1467,-,b,a,-,-,-,-,s,q,a,-
kaza1248,-,b,a,-,-,-,-,s,q,a,-
kirg1245,-,b,a,-,-,-,-,S,q,a,-
uzbe1247,-,b,o,-,-,-,-,S,q,a,-
uigh1240,-,b,a,-,-,-,-,S,q,a,-
bash1264,-,b,a,-,-,-,-,S,q,a,-
midd1325,-,b,a,-,-,-,-,S,q,a,-
bara1273,-,p,a,-,-,-,-,S,q,a,-
nort2686,-,-,e,-,-,-,-,s,k,e,-
nort2686,-,-,a,-,-,-,-,r,t,a,n
sout2694,-,-,e,-,-,-,-,s,k,e,-
oldu1238,-,-,e,-,-,-,-,z,g,e,-
oldu1238,-,-,a,-,-,-,-,d,-,u,n
gaga1249,-,b,a,-,-,-,-,S,k,a,-
anat1259,-,b,a,-,-,-,-,S,q,a,-
crim1257,-,b,a,-,-,-,-,S,q,a,-
nort2697,-,b,a,-,-,-,-,S,G,a,-
turk1304,-,b,a,-,-,-,-,S,G,a,-
sala1264,-,-,a,r,t,u,n,j,-,u,-
khak1248,-,p,a,-,-,-,-,s,X,a,-
shor1247,-,p,a,-,-,-,-,S,q,a,-
midd1324,-,p,a,-,-,-,-,s,q,3,-
tuvi1240,-,-,e,-,-,-,-,s,k,e,-
tofa1248,-,-,e,-,-,-,-,s,k,e,-
tofa1248,-,b,a,-,-,-,-,S,q,a,-
turk1303,-,-,i,-,-,-,-,z,-,E,-
dolg1241,-,-,a,-,-,-,-,-,t,u,n
yaku1245,-,-,a,-,-,-,-,-,t,u,n
chuv1255,u,r,3,-,-,-,-,-,X,-,-
