language,x1,x2,x3,x4,x5,x6,x7
kumy1244,-,a,t,-,S,-,-
noga1249,-,a,-,-,S,-,-
kara1464,-,a,t,-,S,-,-
kara1465,-,a,t,-,S,-,-
kara1467,-,a,-,-,S,-,-
kaza1248,-,a,-,-,S,-,-
kirg1245,-,a,t,-,S,-,-
uzbe1247,-,o,t,-,S,-,-
uigh1240,-,a,t,-,S,-,-
bash1264,-,a,-,-,s,-,-
midd1325,-,a,t,-,S,-,-
bara1273,-,a,t,-,s,-,-
nort2686,-,a,t,-,S,-,-
oldu1238,-,a,t,-,S,-,-
gaga1249,-,a,t,-,S,-,-
anat1259,-,a,t,-,S,-,-
crim1257,-,a,t,-,S,-,-
nort2697,-,a,t,-,S,-,-
turk1304,-,a,t,-,S,-,-
sala1264,-,a,t,-,S,-,-
west2402,-,a,-,-,S,-,-
khak1248,-,a,-,-,s,-,-
shor1247,-,a,-,-,S,-,-
midd1324,-,a,t,-,S,-,-
tuvi1240,-,a,-,-,Z,u,t
tofa1248,-,a,-,-,S,-,-
turk1303,h,a,t,-,S,-,-
dolg1241,-,a,r,u,y,-,-
yaku1245,-,a,-,-,s,-,-
chuv1255,-,u,-,-,S,-,-
