language,x1,x2,x3,x4,x5,x6,x7,x8,x9
kumy1244,-,-,a,r,q,a,-,-,-
noga1249,-,-,a,r,q,a,-,-,-
kara1464,-,-,a,r,k,a,-,-,-
kara1465,-,s,u,r,t,-,-,-,-
kara1467,-,-,a,r,q,a,-,-,-
kaza1248,-,b,e,l,-,-,-,-,-
kaza1248,-,-,a,r,q,a,-,-,-
kirg1245,-,-,a,r,q,a,-,-,-
uzbe1247,-,-,o,r,q,a,-,-,-
uigh1240,-,-,a,r,q,a,-,-,-
bash1264,-,-,a,r,q,a,-,-,-
midd1325,-,s,u,r,t,-,-,-,-
midd1325,-,-,a,r,q,a,-,-,-
bara1273,-,-,a,r,x,a,-,-,-
nort2686,-,s,u,r,t,-,-,-,-
nort2686,-,b,e,l,-,-,-,-,-
nort2686,-,-,a,r,q,a,-,-,-
sout2694,-,b,e,l,-,-,-,-,-
oldu1238,-,-,a,r,q,a,-,-,-
gaga1249,-,-,a,r,k,a,-,-,-
anat1259,-,s,u,r,t,-,-,-,-
anat1259,-,-,a,r,k,a,-,-,-
crim1257,-,-,a,r,q,a,-,-,-
nort2697,-,-,a,r,X,a,-,-,-
turk1304,-,-,a,r,q,a,-,-,-
sala1264,-,-,a,r,x,a,-,-,-
west2402,-,-,a,r,q,a,-,-,-
khak1248,-,-,a,r,x,a,-,-,-
shor1247,-,-,-,-,k,e,k,s,i
midd1324,-,p,E,l,-,-,-,-,-
midd1324,t,S,a,r,-,3,-,-,n
tuvi1240,-,-,o,r,x,a,-,-,-
tofa1248,-,-,o,r,h,a,-,-,-
turk1303,-,-,a,r,q,a,-,-,-
dolg1241,-,-,-,-,h,i,-,s,-
yaku1245,-,k,e,-,x,i,-,s,-
chuv1255,-,S,u,r,-,3,-,-,m
