language,x1,x2,x3,x4,x5,x6
kumy1244,-,j,u,w,-,-
noga1249,-,y,u,w,-,-
kara1464,-,y,u,v,-,-
kara1465,-,j,u,w,-,-
kara1467,-,Z,u,w,-,-
kaza1248,-,Z,u,-,-,-
kirg1245,-,j,u,-,-,-
uzbe1247,-,y,u,v,-,-
uigh1240,-,Z,u,y,-,-
bash1264,-,y,u,w,-,-
midd1325,-,y,u,w,-,-
bara1273,-,y,u,-,-,-
nort2686,-,y,a,y,q,a
sout2694,-,j,u,n,-,-
oldu1238,-,y,u,-,-,-
gaga1249,-,y,u,k,-,a
anat1259,-,y,u,k,-,a
crim1257,-,y,u,v,-,-
nort2697,-,y,u,-,-,-
turk1304,-,y,u,w,-,-
sala1264,-,y,u,-,-,-
west2402,-,y,u,-,-,-
khak1248,t,S,u,x,-,-
shor1247,t,S,u,n,-,-
midd1324,t,S,u,n,-,-
tuvi1240,t,S,u,x,-,-
tofa1248,t,S,u,-,-,-
turk1303,-,y,u,-,-,-
dolg1241,-,h,u,y,-,-
yaku1245,-,s,u,y,-,-
chuv1255,-,S,u,-,-,-
