language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
kumy1244,-,-,-,y,u,w,u,-,-,q,-,-
noga1249,-,-,-,y,u,w,u,-,-,q,-,-
kara1464,-,-,-,y,-,-,a,-,-,q,u,n
kara1465,-,-,-,j,u,w,u,-,-,q,-,-
kara1467,-,-,-,Z,-,-,a,-,-,q,u,n
kaza1248,-,-,-,Z,-,-,a,-,-,q,u,n
kirg1245,-,-,-,j,-,-,a,-,-,q,u,n
uzbe1247,-,-,-,y,-,-,a,-,-,q,i,n
uigh1240,-,-,-,y,-,-,e,-,-,q,i,n
bash1264,-,-,-,y,-,-,a,-,-,q,u,n
midd1325,-,-,-,y,-,-,a,-,-,q,u,n
bara1273,-,-,-,y,-,-,a,-,-,q,u,n
bara1273,-,-,-,y,-,-,a,v,u,q,-,-
nort2686,-,-,-,C,-,-,a,-,-,x,u,n
sout2694,-,-,-,y,u,-,u,-,-,q,-,-
oldu1238,-,-,-,y,-,-,a,-,-,x,u,q
gaga1249,-,-,-,y,-,-,a,-,-,q,u,n
anat1259,-,-,-,y,-,-,a,-,-,k,u,n
crim1257,-,-,-,y,-,-,a,-,-,q,u,n
nort2697,-,-,-,y,-,-,a,-,-,X,u,n
turk1304,-,-,-,y,-,-,a,-,-,q,u,n
sala1264,-,-,-,y,-,-,a,-,-,X,u,n
west2402,-,-,-,y,-,-,a,-,-,q,u,n
khak1248,t,-,-,S,-,-,a,-,-,x,u,n
shor1247,t,-,-,S,-,-,a,-,-,x,u,n
midd1324,-,-,-,C,-,-,a,-,-,x,3,n
tuvi1240,t,-,-,S,-,-,o,-,-,q,-,-
tofa1248,t,-,-,S,-,-,o,x,a,S,-,-
dolg1241,t,S,u,g,-,-,a,-,-,s,-,-
yaku1245,t,S,u,g,-,-,a,-,-,s,-,-
chuv1255,-,S,u,v,-,-,3,-,-,X,-,-
