language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
kumy1244,-,-,-,k,-,-,-,i,l,e,-
noga1249,-,-,-,k,-,-,-,i,l,-,-
kara1464,-,-,-,k,-,-,-,i,l,-,-
kara1465,-,-,-,k,-,-,-,i,l,-,-
kara1467,-,-,-,k,-,-,-,i,l,-,-
kaza1248,-,-,-,k,-,-,-,i,l,-,-
kirg1245,-,-,-,k,-,-,-,i,l,-,-
uigh1240,-,-,-,k,-,-,-,i,l,-,-
bash1264,-,-,-,k,-,-,-,e,l,-,-
nort2686,-,-,-,k,-,-,-,i,l,-,-
sout2694,-,-,-,q,a,t,X,u,r,-,-
crim1257,-,-,-,k,-,-,-,u,l,y,-
gaga1249,-,-,-,g,-,-,-,i,l,-,-
nort2697,-,-,-,g,-,-,y,i,l,-,-
turk1304,-,-,-,g,-,-,-,i,l,-,-
khak1248,X,a,t,X,-,-,-,u,r,-,-
khak1248,-,-,-,k,-,-,-,i,l,-,-
shor1247,q,a,t,q,-,-,-,u,r,-,-
sala1264,-,-,-,k,-,-,-,u,l,l,i
west2402,-,-,-,k,-,-,-,i,l,-,-
turk1303,-,-,-,k,-,-,-,i,l,-,-
tuvi1240,-,-,-,q,a,t,-,u,r,-,-
dolg1241,-,-,-,k,-,-,-,i,l,-,-
yaku1245,-,-,-,k,-,-,-,i,l,-,-
chuv1255,-,-,-,k,-,-,-,u,l,-,-
