language,x1,x2,x3,x4,x5,x6
kumy1244,t,a,-,-,w,-
noga1249,t,a,-,-,w,-
kara1464,t,a,-,-,v,-
kara1465,t,a,-,-,w,-
kara1467,t,a,-,-,w,-
kaza1248,t,a,-,-,w,-
kirg1245,t,o,-,-,-,-
uzbe1247,t,o,-,-,x,-
uigh1240,t,a,-,-,x,-
bash1264,t,a,-,-,w,-
midd1325,t,a,-,-,w,-
bara1273,t,a,-,-,w,-
nort2686,t,a,-,-,x,-
sout2694,q,u,-,-,r,-
oldu1238,t,a,-,-,x,-
gaga1249,b,a,y,u,r,-
anat1259,d,a,-,-,x,-
crim1257,d,a,-,-,x,-
nort2697,d,a,-,-,x,-
turk1304,d,a,-,-,x,-
sala1264,t,a,-,-,x,-
west2402,t,a,-,-,x,-
khak1248,t,a,-,-,x,-
shor1247,t,a,-,-,x,-
midd1324,t,a,-,-,x,-
tuvi1240,d,a,-,-,x,-
tofa1248,d,a,-,-,x,-
turk1303,t,a,-,-,x,-
dolg1241,k,a,-,-,y,a
yaku1245,X,a,-,-,y,a
chuv1255,t,u,-,-,-,-
