language,x1,x2,x3,x4,x5,x6,x7
kumy1244,-,y,i,r,i,-,-
noga1249,-,y,i,r,-,-,-
kara1464,-,y,i,r,i,-,-
kara1465,-,j,i,r,i,-,-
kara1467,-,Z,i,r,-,-,-
kaza1248,-,Z,i,r,-,-,-
kirg1245,-,j,i,r,-,-,-
uzbe1247,-,y,u,r,-,-,-
uigh1240,-,Z,i,r,-,-,-
bash1264,-,y,e,r,e,-,-
midd1325,-,y,e,r,-,-,-
bara1273,-,y,e,r,-,-,-
nort2686,-,p,a,s,-,-,-
nort2686,t,S,o,r,-,-,-
sout2694,-,b,a,s,-,-,-
oldu1238,-,y,o,r,u,-,-
gaga1249,-,g,e,z,-,-,-
anat1259,-,y,i,r,i,-,-
crim1257,-,y,i,r,-,-,-
nort2697,g,y,E,z,-,-,-
nort2697,-,y,e,r,i,-,-
turk1304,-,y,e,r,e,-,-
sala1264,-,y,i,r,-,-,-
west2402,-,p,a,r,-,-,-
khak1248,t,S,e,r,-,-,-
shor1247,t,S,e,r,-,-,-
midd1324,t,S,e,r,-,-,-
tuvi1240,t,S,o,r,u,-,-
tofa1248,t,S,o,r,u,-,-
turk1303,-,y,o,r,u,-,-
dolg1241,-,h,u,r,u,-,t
dolg1241,-,b,a,r,-,-,-
yaku1245,-,-,-,X,a,m,p
chuv1255,-,S,i,r,e,-,-
