language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
kumy1244,-,-,-,o,-,-,t,-,-,-
noga1249,-,-,-,e,l,e,n,-,-,-
kara1464,-,-,-,o,-,-,t,-,-,-
kara1467,-,-,S,e,-,-,p,-,-,-
kaza1248,-,-,S,e,-,-,p,-,-,-
kirg1245,-,t,S,e,-,-,p,-,-,-
uzbe1247,-,-,-,o,-,-,t,-,-,-
uigh1240,-,-,-,-,-,-,t,S,e,p
uigh1240,-,-,-,o,-,-,t,-,-,-
bash1264,-,i,l,E,-,-,n,-,-,-
midd1325,-,i,l,E,-,-,n,-,-,-
bara1273,-,i,l,E,-,-,N,-,-,-
nort2686,-,-,-,e,-,-,l,-,e,N
sout2694,-,-,-,e,-,-,l,-,e,N
gaga1249,-,-,-,o,-,-,t,-,-,-
anat1259,-,-,-,o,-,-,t,-,-,-
crim1257,-,-,-,o,-,-,t,-,-,-
crim1257,-,-,-,e,l,e,n,-,-,-
nort2697,-,-,-,o,-,-,t,-,-,-
turk1304,-,-,-,o,-,-,t,-,-,-
sala1264,-,-,-,-,-,-,t,S,e,p
west2402,-,-,-,o,h,-,t,-,-,-
khak1248,-,-,-,o,-,-,t,-,-,-
shor1247,-,-,-,o,-,-,t,-,-,-
shor1247,-,-,-,e,-,-,l,-,e,N
midd1324,-,-,-,o,-,-,t,-,-,-
tuvi1240,s,i,g,e,-,-,n,-,-,-
tuvi1240,-,-,-,o,-,-,t,-,-,-
tofa1248,-,-,k,e,-,-,k,-,-,-
turk1303,-,-,-,o,-,-,t,-,-,-
dolg1241,-,-,-,o,-,-,t,-,-,-
yaku1245,-,-,-,o,-,-,t,-,-,-
chuv1255,k,u,r,3,-,-,k,-,-,-
