language,x1,x2,x3,x4,x5,x6,x7,x8
kumy1244,s,u,n,d,-,u,-,r
noga1249,s,u,n,d,-,u,-,r
kara1464,s,u,n,d,-,u,-,r
kara1465,-,u,-,-,-,w,a,t
kara1465,s,u,n,d,-,u,-,r
kara1467,s,u,n,d,-,u,-,r
kaza1248,s,u,n,d,-,u,-,r
kirg1245,s,u,n,d,-,u,-,r
uigh1240,y,e,m,-,-,i,-,r
uigh1240,s,u,n,d,-,u,-,r
bash1264,v,a,-,t,-,-,-,-
bash1264,h,u,n,d,-,u,-,r
nort2686,s,u,n,d,-,u,-,r
sout2694,s,u,n,d,-,u,-,r
crim1257,s,u,n,d,-,u,-,r
gaga1249,k,u,-,-,-,-,-,r
nort2697,-,-,-,G,-,u,-,r
nort2697,s,u,n,d,-,u,-,r
turk1304,-,-,-,d,e,w,-,-
khak1248,-,o,-,t,-,-,-,-
khak1248,s,u,n,d,-,u,-,r
shor1247,s,u,n,d,-,u,-,r
sala1264,s,u,n,d,-,u,-,r
west2402,s,u,-,-,-,-,-,-
turk1303,s,i,-,-,-,-,-,-
tuvi1240,s,u,-,-,-,-,-,q
yaku1245,t,o,-,h,-,u,-,t
chuv1255,S,e,m,-,-,e,-,r
