language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
kumy1244,i,-,C,-,-,-,i,n,d,e,-
noga1249,i,-,S,-,-,-,i,n,d,e,-
kara1464,i,t,S,-,-,-,-,-,k,e,-
kara1465,i,t,S,-,-,-,i,n,d,e,-
kara1467,i,-,S,-,-,-,i,n,d,e,-
kaza1248,i,-,S,-,-,-,i,n,d,e,-
kirg1245,i,t,S,-,-,-,i,n,d,e,-
uigh1240,i,t,S,-,-,-,i,-,d,E,-
bash1264,e,-,s,-,-,-,e,n,d,E,-
nort2686,i,-,Z,-,-,-,i,n,d,e,-
sout2694,i,t,S,-,-,-,i,n,d,e,-
crim1257,i,t,S,-,-,-,i,n,d,e,-
gaga1249,i,t,S,y,a,n,u,n,d,a,-
nort2697,i,t,S,-,E,r,i,-,d,E,-
turk1304,i,t,S,-,-,-,i,n,d,E,-
khak1248,i,-,s,-,-,t,i,n,d,e,-
shor1247,i,-,S,-,-,t,i,n,d,e,-
sala1264,i,t,S,-,-,-,i,-,-,-,-
west2402,i,t,S,-,-,-,i,n,t,e,-
turk1303,i,-,C,-,-,-,-,-,-,-,-
tuvi1240,i,-,S,-,-,t,i,n,d,e,-
dolg1241,i,-,s,-,-,-,-,-,k,e,-
yaku1245,i,-,h,-,-,-,i,-,g,e,r
chuv1255,3,-,Z,-,-,-,i,n,j,e,-
