language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
magd1235,n,d,-,-,-,-,i,k,-,i,-,-,-
sant1440,n,d,-,-,-,-,i,k,-,i,-,-,-
ocot1243,n,d,-,-,-,-,i,k,-,i,-,-,-
sanp1259,n,d,-,-,-,-,i,k,-,i,-,-,-
sana1284,n,d,-,-,-,Z,i,k,-,i,-,-,-
yucu1250,n,d,-,-,-,-,i,k,-,i,-,-,-
sanm1292,n,d,-,-,-,-,i,k,-,i,-,-,-
sanm1296,n,d,-,-,-,-,3,k,-,3,-,-,-
yoso1239,n,d,-,-,-,-,3,k,-,3,-,-,-
sanm1295,n,d,-,-,-,-,3,k,-,3,-,-,-
atat1238,n,d,-,-,-,-,3,k,-,3,-,-,-
taca1257,n,d,-,-,-,-,3,k,-,3,-,-,-
nort2985,n,d,-,-,-,-,i,k,-,i,-,-,-
itun1239,n,d,-,-,-,-,3,k,-,3,-,-,-
sant1439,n,d,-,-,-,-,3,k,-,3,-,-,-
nuyo1238,n,-,-,-,-,-,i,k,-,3,-,-,-
nuyo1238,n,-,-,-,-,-,i,k,-,3,-,-,-
yucu1249,n,-,-,-,-,-,i,k,-,3,-,-,-
yucu1249,n,-,-,-,-,-,i,k,-,3,-,-,-
ayut1236,n,d,-,-,-,-,i,k,-,i,-,-,7
sant1436,n,d,-,-,-,-,i,k,-,i,-,-,7
alco1235,n,d,-,-,-,-,i,k,-,i,-,-,-
alco1235,n,d,-,-,-,-,i,k,-,i,-,-,-
coic1238,n,d,-,-,-,-,i,k,-,i,-,-,-
coic1238,n,d,-,-,-,-,i,k,-,i,-,-,-
yolo1241,n,d,-,-,-,-,i,k,-,i,-,-,-
alac1244,n,d,-,-,-,-,i,k,-,i,-,-,-
alac1244,n,d,-,-,-,-,i,k,-,i,-,-,-
xoch1238,n,d,-,-,-,-,i,k,-,i,-,-,-
sanm1291,n,t,-,-,-,S,i,k,-,i,-,-,-
sanm1291,n,t,-,-,-,s,i,k,-,i,-,-,-
juxt1235,n,d,-,-,-,Z,i,k,-,i,-,-,-
juxt1235,n,d,-,-,-,y,i,k,-,i,-,-,-
sila1250,n,d,-,-,-,-,i,k,-,i,-,-,-
sila1250,n,d,-,-,-,-,i,k,-,i,-,-,-
sila1250,n,d,-,-,-,-,i,k,-,i,-,-,-
sila1250,n,d,-,-,-,-,i,k,-,i,-,-,-
sila1250,n,d,-,-,-,-,i,k,-,i,-,-,-
mixt1425,n,d,-,-,-,-,i,k,-,i,-,-,-
mixt1425,n,d,-,-,-,-,i,k,-,i,-,-,-
mixt1425,n,d,-,-,-,-,i,k,-,i,-,-,-
mixt1425,n,d,-,-,-,-,i,k,-,i,-,-,-
cuat1239,n,d,-,-,-,-,i,k,-,i,-,-,-
tutu1243,n,d,-,-,-,-,3,k,-,3,-,-,-
sant1441,n,d,-,-,-,-,3,k,-,3,-,-,-
chay1249,n,d,-,-,-,-,3,k,-,3,-,-,-
chay1249,n,d,-,-,-,-,3,k,-,3,-,-,-
jami1235,n,d,-,-,-,-,i,k,-,i,-,-,-
sanj1281,n,d,-,-,-,-,3,k,-,3,-,-,-
pino1237,n,d,-,-,-,-,3,k,-,3,-,-,-
pino1237,n,d,-,-,-,-,i,k,-,i,-,-,-
pino1237,n,d,-,-,-,-,i,k,-,i,-,-,-
pino1237,n,d,-,-,-,-,i,k,-,i,-,-,-
ixta1235,n,d,-,-,-,-,3,k,-,3,-,-,-
tama1339,n,d,-,-,-,-,3,k,-,3,-,-,-
tama1339,n,d,-,-,-,-,i,k,-,i,-,-,-
huit1252,n,d,-,-,-,-,3,k,-,3,-,-,-
sind1277,n,d,-,-,-,-,3,k,-,3,-,-,-
sanm1294,n,d,-,-,-,-,3,k,-,3,-,-,-
diux1236,n,d,-,-,-,-,3,k,-,3,-,-,-
diux1236,n,d,-,-,-,-,3,k,-,3,-,-,-
sant1445,n,d,-,-,-,-,3,k,-,3,-,-,-
peno1244,n,d,-,-,-,-,3,k,-,3,-,-,-
sant1446,n,d,-,-,-,-,3,k,-,3,-,-,-
tida1235,n,d,-,-,-,-,i,k,-,i,-,-,-
sanj1282,n,d,-,-,-,-,i,k,-,i,-,-,-
soya1236,n,d,-,-,-,-,e,k,-,e,-,-,-
apas1235,n,d,-,-,-,-,i,k,-,i,-,-,-
apas1235,n,d,-,-,-,-,i,k,-,i,-,-,-
caca1250,n,d,-,-,-,-,i,k,-,i,-,-,-
yucu1251,n,d,-,-,-,-,i,k,-,i,-,-,-
chaz1235,n,s,-,-,-,-,i,k,-,i,-,-,-
chaz1235,n,s,-,-,-,-,i,k,-,i,-,-,-
sout3001,n,s,-,-,-,-,i,k,-,i,-,-,-
sout3001,n,s,-,-,-,-,i,k,-,i,-,-,-
chig1239,n,s,-,-,-,-,i,k,-,i,-,-,-
coat1241,n,d,-,-,-,-,3,k,-,3,-,-,-
cuya1240,n,d,-,-,-,-,3,k,-,3,-,-,-
cuya1240,n,d,-,-,-,-,3,k,-,3,-,-,-
yoso1238,n,d,-,-,-,-,i,k,-,i,-,-,-
sant1437,-,8,u,-,-,n,i,n,-,i,-,-,-
tepe1280,-,d,u,n,i,n,i,t,-,i,-,-,-
tepe1280,-,d,u,n,i,n,i,t,-,i,-,-,-
chic1273,-,-,-,-,-,-,-,k,u,u,-,-,-
chic1273,-,s,-,-,-,-,i,k,-,u,-,-,-
chic1273,-,s,-,-,-,-,i,k,-,u,-,-,-
chic1273,-,s,-,-,-,-,i,k,-,u,S,u,h
chic1273,-,s,-,-,-,-,i,k,-,u,S,u,h
chic1273,-,s,-,-,-,-,i,k,-,u,S,u,h
sanm1298,-,-,-,-,-,-,-,k,-,u,-,-,h
