language,x1,x2,x3,x4,x5,x6,x7,x8
atat1238,-,-,-,i,-,-,i,-
yoso1239,-,-,-,3,-,-,3,-
sanm1295,-,-,-,i,-,-,i,-
ocot1243,-,-,-,i,-,-,i,-
magd1235,-,-,-,-,-,-,i,-
alco1235,-,-,-,i,-,-,i,-
yolo1241,-,-,-,i,-,-,i,-
alac1244,-,-,-,i,-,-,i,-
alac1244,-,5,-,i,-,-,i,-
ayut1236,-,-,-,i,-,-,i,-
mixt1425,-,-,-,i,-,-,i,-
mixt1425,-,-,-,i,-,-,i,-
mixt1425,-,-,-,i,-,-,i,-
mixt1425,-,-,-,-,-,-,i,-
juxt1235,-,-,-,i,-,-,i,-
sila1250,-,-,-,i,-,-,i,-
sila1250,-,-,-,i,-,-,i,-
sant1436,-,-,-,i,-,-,i,-
chay1249,-,-,-,3,-,-,3,-
jami1235,-,-,-,3,-,-,3,-
sanj1281,-,-,-,i,-,-,i,-
pino1237,-,-,-,i,-,-,i,-
sout3001,-,-,-,i,-,-,i,-
caca1250,-,-,-,i,-,-,i,-
coat1241,-,-,-,3,-,-,3,n
tepe1280,-,-,-,a,m,-,a,-
chic1273,7,n,g,o,-,-,h,-
chic1273,-,n,g,o,-,-,-,-
sanm1298,-,n,g,o,-,-,-,-
copa1237,-,-,y,o,7,o,7,-
