language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
sanj1282,-,-,-,-,Z,-,a,-,-,-,-,7,-,a,-,-
sanj1282,-,t,-,a,8,-,u,-,-,-,-,-,-,-,-,-
sanj1282,-,-,-,-,8,-,i,-,-,-,-,7,5,a,-,-
yucu1250,-,-,-,-,-,-,-,-,-,-,-,-,t,a,s,u
yucu1250,-,-,-,-,S,-,i,-,-,-,-,7,5,a,-,-
yucu1250,-,-,-,-,-,-,-,-,-,-,-,-,5,a,m,i
nort2985,-,-,-,-,-,-,-,-,-,-,-,t,-,a,s,u
nort2985,-,-,-,-,S,-,i,-,-,-,-,7,-,a,-,-
soya1236,-,t,-,a,8,-,u,-,-,-,-,-,-,-,-,-
soya1236,-,-,-,-,8,-,i,-,-,-,-,7,5,a,-,-
apas1235,-,t,-,a,8,-,u,-,-,-,-,-,-,-,-,-
apas1235,-,-,-,-,Z,-,a,-,-,-,-,7,-,a,-,-
apas1235,-,t,-,a,8,-,u,-,-,-,-,-,-,-,-,-
apas1235,-,-,-,-,8,-,i,-,-,-,-,7,5,a,-,-
apas1235,-,-,-,-,8,-,i,-,-,-,-,7,-,a,-,-
tida1235,-,5,-,a,7,w,i,-,-,-,-,-,-,-,-,-
tida1235,-,t,-,i,8,-,i,-,-,-,-,7,-,a,-,-
tida1235,-,t,-,i,8,-,i,-,-,-,-,7,-,a,-,-
tida1235,-,t,-,a,8,-,u,-,-,-,-,-,-,-,-,-
tama1339,-,-,-,-,Z,-,a,-,-,-,-,7,-,a,-,-
tama1339,-,-,-,-,8,-,i,-,-,-,-,7,5,a,-,-
tama1339,n,d,-,i,s,-,i,-,-,-,-,7,-,a,-,-
tama1339,n,d,-,i,s,-,i,-,-,-,-,7,-,a,-,-
huit1252,-,-,-,-,Z,-,a,-,-,-,-,7,-,a,-,-
huit1252,-,-,-,-,8,-,i,-,-,-,-,7,5,a,-,-
sind1277,-,-,-,-,t,-,a,-,-,-,-,8,-,u,-,-
sind1277,-,-,-,-,Z,-,a,-,-,-,-,7,-,a,-,-
sind1277,-,-,-,-,8,-,i,-,-,-,-,7,-,a,-,-
sanm1294,-,-,-,-,Z,-,a,-,-,-,-,7,-,a,-,-
sanm1294,-,-,-,-,8,-,i,-,-,-,-,7,5,a,-,-
peno1244,-,-,-,-,8,-,i,-,-,-,-,7,5,a,-,-
atat1238,-,-,-,-,S,-,i,-,-,-,-,7,5,a,-,-
yoso1239,-,-,-,-,S,-,i,-,-,-,-,7,y,a,-,-
sanm1295,-,-,-,-,S,-,3,-,-,-,-,7,-,a,-,-
ocot1243,-,-,-,-,Z,-,a,-,-,-,-,7,-,a,-,-
magd1235,-,-,-,-,S,-,i,-,-,-,-,7,5,a,-,-
taca1257,-,-,-,-,S,-,i,-,-,-,-,7,5,a,-,-
itun1239,-,-,-,-,S,-,i,-,-,-,-,7,5,a,-,-
sant1439,-,-,-,-,S,-,i,-,-,-,-,7,5,a,-,-
alco1235,-,-,-,-,S,-,i,-,-,-,-,7,5,a,-,-
alco1235,-,-,-,-,S,-,i,-,-,-,-,7,5,a,-,-
alco1235,-,t,-,a,s,-,u,-,-,-,-,-,-,-,-,-
yolo1241,-,t,-,a,s,-,u,-,-,-,-,7,-,u,-,-
alac1244,-,t,-,a,s,-,i,7,i,y,a,7,-,a,-,-
alac1244,-,t,-,a,s,-,i,7,i,y,a,7,-,a,-,-
alac1244,-,t,-,a,s,-,i,-,-,y,a,7,-,a,-,-
alac1244,-,t,-,a,s,-,i,-,-,y,a,7,-,a,-,-
alac1244,-,-,-,-,S,-,i,-,-,-,-,7,5,a,-,-
alac1244,-,-,-,-,s,-,i,-,-,-,-,7,5,a,-,-
ayut1236,-,t,-,a,s,-,u,-,-,-,-,7,-,-,-,-
mixt1425,-,-,-,-,S,-,i,-,-,-,-,7,-,a,-,-
mixt1425,-,-,-,-,S,-,i,-,-,-,-,7,-,a,-,-
mixt1425,-,-,-,-,S,-,i,-,-,-,-,7,-,a,-,-
mixt1425,-,-,-,-,S,-,i,-,-,-,-,7,-,a,-,-
juxt1235,-,t,-,a,s,-,i,-,-,-,-,-,-,-,-,-
juxt1235,-,-,-,-,S,-,a,-,-,-,-,7,-,a,-,-
juxt1235,-,-,-,-,S,-,i,-,-,-,-,7,-,a,-,-
sila1250,-,-,-,-,5,-,a,-,-,-,-,-,-,a,-,-
sila1250,-,l,-,a,8,-,y,-,-,-,a,7,-,a,-,-
sila1250,-,l,-,a,8,-,y,-,-,-,a,7,-,a,-,-
sila1250,n,d,-,i,S,-,i,-,-,-,-,5,-,a,-,-
sila1250,n,d,-,i,S,-,i,-,-,-,-,5,-,a,-,-
sila1250,-,t,-,i,Z,-,a,-,-,-,-,7,-,a,-,-
sila1250,-,t,-,i,Z,-,a,-,-,-,-,7,-,a,-,-
sila1250,-,-,-,-,S,-,i,-,-,-,-,7,-,a,-,-
sila1250,n,d,-,i,S,-,a,-,-,-,-,7,-,a,-,-
sila1250,n,d,-,i,S,-,a,-,-,-,-,7,-,a,-,-
sant1436,-,t,-,a,s,-,u,-,-,-,-,7,-,-,-,-
chay1249,-,t,-,a,s,-,u,-,-,-,-,-,-,-,-,-
chay1249,-,t,-,a,s,-,u,t,i,-,-,y,a,a,-,-
chay1249,-,t,-,a,s,-,u,t,i,-,-,y,a,a,-,-
chay1249,-,t,-,a,s,-,u,t,i,-,-,y,a,a,-,-
chay1249,-,t,-,a,s,-,u,-,-,-,-,-,-,-,-,-
jami1235,-,t,-,a,s,-,u,-,-,-,-,-,-,-,-,-
sanj1281,-,t,-,a,s,-,u,-,-,-,-,-,-,-,-,-
pino1237,-,t,-,a,s,-,u,-,-,-,-,-,-,-,-,-
pino1237,-,t,-,a,s,-,u,-,-,-,-,-,-,-,-,-
pino1237,-,t,-,a,s,-,u,-,-,-,-,-,-,-,-,-
pino1237,-,t,-,a,s,-,u,-,-,-,-,-,-,-,-,-
tutu1243,-,t,-,a,s,-,u,-,-,-,-,-,-,-,-,-
ixta1235,-,t,-,a,s,-,u,-,-,-,-,-,-,-,-,-
chaz1235,-,t,-,a,8,-,u,-,-,-,-,-,-,-,-,-
chaz1235,-,t,-,a,8,-,u,-,-,-,-,-,-,-,-,-
chaz1235,-,t,s,i,8,-,i,-,-,-,-,7,5,a,-,-
chaz1235,-,t,s,i,8,-,i,-,-,-,-,7,5,a,-,-
sout3001,-,t,-,a,8,-,u,-,-,-,-,-,-,-,-,-
chig1239,-,t,-,a,8,-,u,-,-,-,-,-,-,-,-,-
caca1250,-,Z,-,a,7,-,a,-,-,-,-,-,-,-,-,-
coat1241,-,t,-,a,8,-,u,-,-,-,-,-,-,-,-,-
cuya1240,-,t,-,a,8,-,u,-,-,-,-,-,-,-,-,-
tepe1280,-,-,-,-,-,-,i,-,-,-,-,5,-,u,-,-
chic1273,-,-,-,-,S,n,u,-,-,-,-,7,-,u,-,-
chic1273,-,-,-,-,S,-,i,-,-,n,u,7,-,-,-,-
sanm1298,-,t,-,-,S,-,i,-,-,-,-,n,-,u,-,-
copa1237,-,k,-,u,w,-,i,-,-,-,-,h,-,-,-,-
