language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
atat1238,-,k,-,-,-,-,-,-,-,u,k,a,-
ocot1243,-,k,-,-,-,-,w,-,-,i,k,a,-
magd1235,-,S,-,-,-,-,-,-,-,i,k,u,-
magd1235,-,k,-,-,-,-,-,-,-,u,k,a,-
alco1235,-,k,-,-,-,-,w,-,-,i,k,a,-
yolo1241,-,-,-,-,-,-,b,-,-,i,k,a,-
alac1244,-,k,-,-,-,-,w,-,-,i,k,a,-
ayut1236,-,-,-,-,-,-,b,-,-,i,k,a,7
mixt1425,-,k,-,-,-,-,w,-,-,i,k,a,-
mixt1425,-,k,-,-,-,-,w,-,-,i,k,a,-
juxt1235,-,k,-,-,-,-,w,-,-,i,k,a,-
sila1250,-,k,-,-,-,-,u,-,-,i,k,a,-
sila1250,-,k,-,-,-,-,w,-,-,i,k,a,-
jami1235,-,t,-,-,-,-,y,a,y,3,-,3,-
sanj1281,-,k,-,-,-,-,-,-,-,u,k,a,-
tepe1280,-,k,-,-,-,-,u,-,-,i,k,a,-
chic1273,-,S,i,r,u,7,w,-,-,e,-,-,-
chic1273,-,S,i,r,u,7,w,-,-,e,-,-,-
chic1273,-,S,i,r,u,-,w,-,-,e,7,a,-
chic1273,-,S,i,r,u,-,w,-,-,e,7,a,-
sanm1298,t,S,u,r,u,7,b,-,-,e,-,-,-
sanm1298,t,S,u,r,u,7,b,-,-,e,-,-,-
copa1237,-,S,-,-,u,7,w,-,-,e,-,-,-
