language,x1,x2,x3,x4,x5,x6,x7,x8
sanj1282,-,u,-,-,n,i,-,-
yucu1250,-,u,-,-,n,i,-,-
nort2985,-,u,-,-,n,i,-,-
soya1236,-,o,-,-,n,i,-,-
apas1235,-,u,-,-,n,i,-,-
apas1235,-,u,-,-,n,i,-,-
tida1235,-,u,-,-,n,i,-,-
tama1339,-,u,-,-,n,i,-,-
tama1339,-,u,-,-,n,i,-,-
huit1252,-,u,-,-,n,i,-,-
sind1277,-,u,-,-,n,i,-,-
sanm1294,-,u,-,-,n,i,-,-
peno1244,-,u,-,-,n,i,-,-
atat1238,-,u,-,-,n,i,-,-
yoso1239,-,u,-,-,n,i,-,-
sanm1295,-,u,-,-,n,i,-,-
ocot1243,-,u,-,-,n,i,-,-
magd1235,-,u,-,-,n,i,-,-
taca1257,-,u,-,-,n,i,-,-
itun1239,-,u,-,-,n,i,-,-
sant1439,-,u,-,-,n,i,-,-
alco1235,-,u,-,-,n,i,-,-
alco1235,-,u,-,-,n,i,-,-
yolo1241,-,u,-,-,n,i,-,-
alac1244,-,o,-,-,n,i,-,-
alac1244,-,u,-,-,n,i,-,-
ayut1236,-,u,-,-,n,i,-,-
mixt1425,-,u,-,-,n,i,-,-
mixt1425,-,u,-,-,n,i,-,-
mixt1425,-,u,-,-,n,i,-,-
mixt1425,-,u,-,-,n,i,-,-
juxt1235,-,u,-,-,n,i,-,-
juxt1235,-,u,-,-,n,i,-,-
sila1250,-,u,-,-,n,i,-,-
sila1250,-,u,-,-,n,i,-,-
sila1250,-,u,-,-,n,i,-,-
sila1250,-,o,-,-,n,i,-,-
sila1250,-,u,-,-,n,i,-,-
sant1436,-,u,-,-,n,i,-,-
chay1249,-,u,-,-,5,i,-,-
chay1249,-,u,-,-,5,i,-,-
jami1235,-,u,-,-,5,i,-,-
sanj1281,-,u,-,-,5,i,-,-
pino1237,-,u,-,-,n,i,-,-
pino1237,-,u,-,-,5,i,-,-
pino1237,-,u,-,-,n,i,-,-
pino1237,-,u,-,-,n,i,-,-
tutu1243,-,u,-,-,5,i,-,-
ixta1235,-,u,-,-,5,i,-,-
chaz1235,-,u,-,-,n,i,-,-
chaz1235,-,u,-,-,n,i,-,-
sout3001,-,u,-,-,n,i,-,-
sout3001,-,u,-,-,n,i,-,-
chig1239,-,u,-,-,n,i,-,-
caca1250,-,o,-,-,n,i,-,-
coat1241,-,u,-,-,n,i,-,-
cuya1240,-,u,-,-,n,i,-,-
cuya1240,-,u,-,-,n,i,-,-
tepe1280,-,i,-,-,n,u,-,-
chic1273,-,w,a,7,n,i,-,-
chic1273,-,w,a,-,n,e,7,a
sanm1298,b,a,-,7,n,i,h,-
copa1237,-,w,a,7,n,u,h,-
