language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
magd1235,k,-,u,-,-,-,-,-,k,-,a
sant1440,k,-,u,-,-,-,-,-,k,w,a
ocot1243,k,w,i,-,-,-,-,-,k,-,a
sanp1259,k,-,u,-,-,-,-,-,k,-,a
sana1284,k,-,u,-,-,-,-,-,k,-,a
yucu1250,k,-,u,-,-,-,-,-,k,w,a
sanm1292,k,-,u,-,-,-,-,-,k,w,a
sanm1296,k,-,u,-,-,-,-,-,k,-,a
yoso1239,k,-,u,-,-,-,-,-,k,-,a
sanm1295,k,-,u,-,-,-,-,-,k,-,a
atat1238,k,-,u,-,-,-,-,-,k,-,a
taca1257,k,-,u,-,-,-,-,-,k,-,a
nort2985,k,w,i,-,-,-,-,-,k,-,a
itun1239,k,-,u,-,-,-,-,-,k,-,a
sant1439,k,-,u,-,-,-,-,-,k,-,a
nuyo1238,k,-,u,-,-,-,-,-,k,-,a
yucu1249,k,-,u,-,-,-,-,-,k,-,a
ayut1236,-,b,i,-,-,-,-,-,k,-,a
sant1436,k,w,i,-,-,-,-,-,k,-,a
alco1235,k,w,i,-,-,-,-,-,k,-,a
alco1235,-,b,i,-,-,-,-,-,k,-,a
coic1238,k,w,i,-,-,-,-,-,k,-,a
coic1238,-,b,i,-,-,-,-,-,k,-,a
coic1238,k,w,i,-,-,-,-,-,k,-,a
yolo1241,-,b,i,-,-,-,-,-,k,-,a
alac1244,k,w,i,-,-,-,-,-,k,-,a
alac1244,k,w,i,-,-,-,-,-,k,-,a
sanm1291,k,w,i,-,-,-,-,-,k,-,a
sanm1291,k,w,i,-,-,-,-,-,k,-,a
juxt1235,k,w,i,-,-,-,-,-,k,-,a
juxt1235,k,w,i,-,-,-,-,-,k,-,a
sila1250,k,w,i,-,-,-,-,-,k,-,a
sila1250,k,w,i,-,-,-,-,-,k,-,a
sila1250,k,w,i,-,-,-,-,-,k,-,a
sila1250,k,w,i,-,-,-,-,-,k,-,a
mixt1425,k,w,i,-,-,-,-,-,k,-,a
mixt1425,k,w,i,-,-,-,-,-,k,-,a
mixt1425,k,w,i,-,-,-,-,-,k,-,a
mixt1425,k,w,i,-,-,-,-,-,k,-,a
cuat1239,k,w,i,-,-,-,-,-,k,-,a
tutu1243,k,-,u,-,-,-,-,-,k,-,a
sant1441,k,-,u,-,-,-,-,-,k,-,a
chay1249,k,-,u,-,-,-,-,-,k,-,a
chay1249,k,-,u,-,-,-,-,-,k,-,a
jami1235,k,-,u,-,-,-,-,-,k,-,a
sanj1281,k,-,u,-,-,-,-,-,k,-,a
pino1237,k,-,u,-,-,-,-,-,k,-,a
pino1237,w,-,i,-,-,-,-,-,k,-,a
pino1237,k,-,u,-,-,-,-,-,k,-,a
pino1237,k,-,u,-,-,-,-,-,k,-,a
ixta1235,k,-,u,-,-,-,-,-,k,-,a
tama1339,k,-,u,-,-,-,-,-,k,-,a
huit1252,k,-,u,-,-,-,-,-,k,-,a
sind1277,k,-,u,-,-,-,-,-,k,-,a
sanm1294,k,-,u,-,-,-,-,-,k,-,a
diux1236,k,-,u,-,-,-,-,-,k,-,u
peno1244,k,-,u,-,-,-,-,-,k,-,a
sant1446,k,-,u,-,-,-,-,-,k,-,a
tida1235,k,-,u,-,-,-,-,-,k,-,a
sanj1282,k,-,u,-,-,-,-,-,k,-,a
soya1236,k,-,u,-,-,-,-,-,k,w,a
apas1235,k,-,u,-,-,-,-,-,k,w,a
apas1235,k,-,u,-,-,-,-,-,k,-,a
caca1250,k,-,u,-,-,-,-,-,k,-,a
yucu1251,k,w,i,-,-,-,-,-,k,-,a
chaz1235,k,w,i,-,-,-,-,-,k,-,a
chaz1235,k,w,i,-,-,-,-,-,k,-,a
sout3001,k,w,i,-,-,-,-,-,k,-,a
chig1239,k,w,i,-,-,-,-,-,k,-,a
coat1241,k,-,u,-,-,-,-,-,k,-,a
cuya1240,k,-,u,-,-,-,-,-,k,-,a
cuya1240,k,-,u,-,-,-,-,-,k,-,a
sant1437,k,-,a,-,-,-,-,-,k,-,a
tepe1280,k,-,a,-,-,-,-,-,k,-,a
chic1273,g,-,u,t,s,i,7,i,7,-,a
chic1273,g,-,u,t,s,-,-,i,7,-,-
